author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Anderson,Elizabeth Prall,Kelly,Gerald R.,N/A,N/A,Miss Elizabeth: a memoir.,1969,N/A,N/A,"Little, Brown and Co.",Boston,315 p.,N/A,N/A,N/A,N/A,"A memoir by Sherwood Anderson's wife, detailing her life and experiences during and after their marriage.",Bookseller,1854,N/A,N/A,"Taxco, Mexico"
Anderson,Enoch,N/A,N/A,Bellas,Henry Hobart,"Personal recollections of Captain Enoch Anderson, an officer of the Delaware regiments in the Revolutionary War.",1969,N/A,N/A,New York Times,New York,61 p.,N/A,N/A,N/A,N/A,Letters written to his nephew constitute a brief record of military life.,Military Officer,N/A,1824,N/A,N/A
Anderson,"George (""Sparky"") Lee",Burick,Si,N/A,N/A,Main spark: Sparky Anderson and the Cincinnati Reds.,1978,N/A,N/A,Doubleday & Co.,"Garden City, New York",239 p.,N/A,N/A,N/A,N/A,Anderson recounts his philosophy as a manager and shares anecdotes from his time with notable players.,Baseball Manager,1934,N/A,N/A,N/A
Anderson,Heartley William,Klosinski,Emil,N/A,N/A,"Notre Dame, Chicago Bears, and Hunk: football memoirs in highlight.",1976,N/A,N/A,Florida Sun-Gator Pub.,"Oviedo, Florida",191 p.,N/A,N/A,N/A,N/A,Anderson recounts his experiences as a student athlete at Notre Dame and later coaching at various universities.,"Football Player, Coach",1898,N/A,N/A,N/A
Anderson,Jack Northman,Clifford,George,N/A,N/A,The Anderson papers.,1973,N/A,N/A,Random House,New York,275 p.,N/A,N/A,N/A,N/A,"Anderson discusses the power of the press vs. the power of politicians, using various anecdotes including Watergate.",Journalist,1922,N/A,N/A,N/A
Anderson,John Murray,N/A,N/A,Anderson,Hugh Abercrombie,Out without my rubbers: the memoirs of John Murray Anderson.,1954,N/A,N/A,Library Publishers,New York,242 p.,YES,N/A,N/A,N/A,A theatrical director describes his various productions and experiences with notable personalities.,"Theatrical Director, Producer",1886,1954,N/A,N/A
Anderson,Leila W.,Dexter,Harriet Harmon,N/A,N/A,Pilgrim circuit rider.,1960,N/A,N/A,Harper & Brothers Publishers,New York,200 p.,N/A,N/A,N/A,N/A,"A record of a Congregational missionary's life, highlighting her experiences and the challenges faced by rural society.",Missionary,N/A,N/A,N/A,N/A
Anderson,Margaret C.,N/A,N/A,Munson,Gorham,The fiery fountains.,1951,1969,N/A,Horizon,New York,242 p.,N/A,N/A,N/A,N/A,An emotional account of a prominent artist's life and friendship with Georgette Leblanc.,Editor,1890,1973,N/A,N/A
Anderson,Marian,N/A,N/A,N/A,N/A,"My Lord, what a morning: an autobiography.",1956,N/A,N/A,The Viking Press,New York,312 p.,N/A,N/A,N/A,N/A,"The life story of a working woman and union organizer, detailing her contributions to women's advancement.","Union Organizer, Director",1902,N/A,N/A,N/A
Anderson,Maxwell,N/A,N/A,Avery,Laurence G.,"Dramatist in America: letters of Maxwell Anderson, 1912-1958.",1977,N/A,N/A,University of North Carolina Press,Chapel Hill,366 p.,N/A,N/A,N/A,N/A,A collection of letters describing Anderson's views on poetry and theater.,Playwright,1888,1959,N/A,N/A
Anderson,"Richard Clough, Jr.",Tischendorf,Alfred,Parks,E. Taylor,"The diary and journal of Richard Clough Anderson, Jr.: 1814-1826.",1964,N/A,N/A,Duke University Press,"Durham, North Carolina",342 p.,N/A,N/A,N/A,N/A,Anderson's diary discusses political matters and social issues of his time.,"Politician, Diplomat",1750,1826,N/A,N/A
Anderson,Sherwood,Jones,Howard Mumford,N/A,N/A,Letters.,1953,N/A,N/A,"Little, Brown and Co.",Boston,467 p.,N/A,N/A,N/A,N/A,Selected letters of the author discussing art and writing throughout his life.,Author,1876,1941,N/A,N/A
Anderson,Sherwood,N/A,N/A,White,Ray Lewis,Return to Winesburg: selections from four years of writing for a country newspaper.,1967,N/A,N/A,The University of North Carolina Press,Chapel Hill,223 p.,N/A,N/A,N/A,N/A,Anderson reflects on his past and the impact of his work as a journalist.,"Author, Journalist",1876,1941,N/A,N/A
Anderson,Sherwood,N/A,N/A,White,Ray Lewis,Sherwood Anderson/Gertrude Stein: correspondence and personal essays.,1972,N/A,N/A,University of North Carolina Press,Chapel Hill,130 p.,N/A,N/A,N/A,N/A,A record of the literary friendship and correspondence between Anderson and Stein.,Author,1876,1941,N/A,N/A
Anderson,Sherwood,N/A,N/A,White,Ray Lewis,A story teller's story: a critical text.,1924,1968,N/A,The Press of Case Western Reserve University,Cleveland,360 p.,N/A,N/A,N/A,N/A,Anderson's work delves into his personal history and experiences in the literary world.,Author,1876,1941,N/A,N/A
Anderson,Sherwood,N/A,N/A,White,Ray Lewis,Tar: a midwest childhood: a critical text.,1926,1969,N/A,The Press of Case Western Reserve University,Cleveland,257 p.,N/A,N/A,N/A,N/A,A semi-fictional memoir detailing Anderson's boyhood and the pain of losing his mother.,Author,1876,1941,N/A,N/A
Andrews,Eliza Frances,King,Spencer Bidwell,N/A,N/A,"War-time journal of a Georgia girl, 1864-1865.",1908,1976,N/A,Cherokee Publishing Co.,Atlanta,396 p.,N/A,N/A,N/A,N/A,The diary of a young southern woman reflecting on her experiences during the Civil War.,N/A,1840,1939,N/A,N/A
Anderson,Mary,N/A,N/A,Winslow,Man N.,Woman at work: the autobiography of Mary Anderson.,1951,1973,N/A,Greenwood Press,"Westport, Connecticut",266 p.,N/A,N/A,N/A,N/A,A record of Anderson's thoughts and experiences as a working woman.,N/A,1872,1964,N/A,N/A
Andrews,Fannie Fern (Phillips),N/A,N/A,N/A,N/A,Memory pages of my life.,1948,N/A,N/A,Talisman Press,Boston,205 p.,N/A,N/A,N/A,N/A,"Autobiographical reflections of Andrews' life, focusing on her career and public service.","Author, Educator, Activist",1867,1950,N/A,N/A
Andrews,Marietta (Minnigerode),N/A,N/A,N/A,N/A,Memoirs of a poor relation; being the story of a post-war Southern girl and her battle with destiny.,1927,N/A,N/A,E.P. Dutton & Co.,New York,455 p.,N/A,N/A,N/A,N/A,"A descendant of a prominent Virginia family describes her post-Civil War childhood, the remnants of Virginia society, and her years as an art student in Washington in the 1890's.",N/A,1869,N/A,N/A,N/A
Andrews,Robert Hardy,N/A,N/A,N/A,N/A,Corner of Chicago.,1963,N/A,N/A,"Little, Brown and Co.",Boston,365 p.,N/A,N/A,N/A,N/A,In the late Twenties he was hired by the Chicago Daily News where he shared an office with Carl Sandburg and established his reputation writing about Chicago.,Writer,1903,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,Voter,Thomas W.,An explorer comes home: further adventures of Roy Chapman Andrews.,1947,N/A,N/A,Doubleday & Co.,"Garden City, New York",276 p.,N/A,N/A,N/A,N/A,"A naturalist's look at the people and animals of his rural Connecticut home, Pondwood Farm.",Explorer,1884,1960,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Under a lucky star: a lifetime of adventure.,1943,N/A,N/A,The Viking Press,New York,300 p.,N/A,N/A,N/A,N/A,"Based on journals of his expeditions between 1907 and 1930, plus recollection of personal experiences, the book describes the development of his career, his eighteen years in China, and his directorship of the American Museum of Natural History.",Explorer,1884,1960,N/A,N/A
Andrews,William Albert,N/A,N/A,Henderson,Richard,Dangerous voyages of Captain William Andrews.,1966,N/A,N/A,Abercrombie and Fitch,New York,39 p.,N/A,N/A,N/A,N/A,"The first of two diaries by Andrews, a fanatical sailor, describes in detail the 1878 transatlantic voyage of the 19-foot Nautilus with his brother.",Sailor,1843,1901,N/A,N/A
Andrus,Burton C.,N/A,N/A,N/A,N/A,I was the Nuremberg jailer.,1969,N/A,N/A,Coward-McCann,New York,210 p.,N/A,N/A,N/A,N/A,"For eighteen months during 1945-46, Andrus' job was to guard the 21 top Nazis and maintain the security of the Tribunal that was trying them for war crimes.",Jailer,1892,1977,N/A,N/A
Angell,Israel,N/A,N/A,Field,Edward,"Diary of Colonel Israel Angell: commanding the Second Rhode Island Continental Regiment during the American Revolution, 1778-1781.",1899,1971,N/A,"Arno Press, Inc.",New York,149 p.,N/A,N/A,N/A,N/A,"Including notes on his experience at the Battle of Brandywine and during the winter of Valley Forge, the diary is a slim but interesting account.",Colonel,1740,1832,N/A,N/A
Angell,James Burrill,N/A,N/A,N/A,N/A,Reminiscences of James Burrill Angell.,1911,1971,N/A,Books for Libraries Press,"Freeport, New York",258 p.,N/A,N/A,N/A,N/A,The story of a prominent educator and diplomat who served as president of the University of Vermont and the University of Michigan and was sent on diplomatic missions to China and the Ottoman Empire.,"Educator, Diplomat",1829,1916,N/A,N/A
Angelou,Maya,N/A,N/A,N/A,N/A,Gather together in my name.,1974,N/A,N/A,Random House,New York,214 p.,N/A,N/A,N/A,N/A,"The author has studied and taught dance, helped produce and star in plays, written for newspapers in Cairo and Ghana and for TV, and the theater. In this book she recalls experiences of her youth before she became a successful writer.","Writer, Dancer",1928,N/A,N/A,N/A
Angelou,Maya,N/A,N/A,N/A,N/A,I know why the caged bird sings.,1970,N/A,N/A,Random House,New York,281 p.,N/A,N/A,N/A,N/A,"The life of a young Black girl who later studied dance, starred on the stage, and wrote for newspapers and television. Her story is a sensitive narrative of her gradual awareness of the realities of life, of prejudice, of cruelty, of ignorance, but also of love.","Writer, Dancer",1928,N/A,N/A,N/A
Angelou,Maya,N/A,N/A,N/A,N/A,Singin' and swingin' and gettin' merry like Christmas.,1976,N/A,N/A,Bantam Books,New York,269 p.,N/A,N/A,N/A,N/A,"In this third autobiographical volume, Angelou masterfully recreates her lean years as record shop clerk and B-girl, followed by her rapid ascent to cabaret singer and dancer and her subsequent role with the touring company of Porgy and Bess.","Writer, Dancer",1928,N/A,N/A,N/A
Angoff,Charles,N/A,N/A,N/A,N/A,When I was a boy in Boston.,1947,1970,N/A,Books for Libraries Press,"Freeport, New York",182 p.,N/A,N/A,N/A,N/A,"A collection of stories, several of which were published earlier in little magazines, of the author's boyhood. Most focus on a particular character who had a strong influence on him.",Writer,1902,1979,N/A,N/A
Anonymous,N/A,N/A,N/A,N/A,N/A,"A summer month; or, recollections of a visit to the falls of Niagara, and the lakes.",1823,N/A,N/A,H.C Carey and I. Lea,Philadelphia,250 p.,N/A,N/A,N/A,N/A,"The account of a tour of upper New York and Canada and observations of scenery and people, the joys and the difficulties of travel in the early nineteenth century.",N/A,N/A,N/A,N/A,N/A
Antel,Francis P.,N/A,N/A,N/A,N/A,Ransom & gems: the DeLong Ruby story.,1969,N/A,N/A,"Literary Investment Guild, Ltd.","Palm Beach, Florida",193 p.,N/A,N/A,N/A,N/A,"The author, a writer, was doing research in south Florida in 1965 on gem thefts when he discovered a clue that led him to the DeLong Ruby, stolen from the American Museum of Natural History by a gang masterminded by socially prominent yacht broker, Dick Pearson.",Writer,N/A,N/A,N/A,N/A
Antheil,George,N/A,N/A,N/A,N/A,Bad boy of music.,1945,N/A,N/A,"Doubleday, Doran and Co., Inc.","Garden City, New York",295 p.,N/A,N/A,N/A,N/A,"A glib and brassy narrative by the composer of 'Ballet Mecanique' describing his life as a concert pianist and composer among American expatriates in Europe in the 1920's, then among entertainers and musicians in New York and Hollywood.","Composer, Pianist",1900,1959,N/A,N/A
Anthony,Edward,N/A,N/A,N/A,N/A,This is where I came in: the impromptu confessions of Edward Anthony.,1960,N/A,N/A,"Doubleday and Co., Inc.","Garden City, New York",381 p.,N/A,N/A,N/A,N/A,"An anecdotal narrative of the varied career of a writer — his Manhattan boyhood, his days as a cub reporter, his long association with the Crowell-Collier Publishing Company, and his work as a Hollywood script writer.","Writer, Script Writer",1895,1971,N/A,N/A
Anthony,Norman,N/A,N/A,N/A,N/A,How to grow old disgracefully.,1946,N/A,N/A,"Duell, Sloan and Pearce",New York,N/A,N/A,N/A,N/A,N/A,"Traces author's career as artist-journalist; he became editor of Ballyhoo, published by George T. Delacorte, Jr., a men's magazine whose style was later pre-empted by Esquire.",Artist-Journalist,1889,1968,N/A,N/A
Anthony,Susan B.,N/A,N/A,N/A,N/A,The ghost in my life.,1971,N/A,N/A,Chosen Books,New York,221 p.,N/A,N/A,N/A,N/A,"The namesake and grandniece of the famous suffragist writes of a life made difficult by that heritage, of various jobs as a reporter and broadcaster, of being a feminist and an alcoholic.","Reporter, Broadcaster",1916,N/A,N/A,N/A
Arceneaux,George,N/A,N/A,N/A,N/A,Youth in Acadie: reflections on Acadian life and culture in Southwest Louisiana.,1974,N/A,N/A,Claitor's Publishing Division,"Baton Rouge, Louisiana",100 p.,N/A,N/A,N/A,N/A,"Arceneaux provides a brief history of the 1604 French settlement of Acadie, in what is now Nova Scotia, and explains how the Acadians migrated to Louisiana in 1763.",N/A,1895,N/A,N/A,N/A
Ardery,Philip,N/A,N/A,N/A,N/A,Bomber pilot: a memoir of World War II.,1978,N/A,N/A,The University Press of Kentucky,Lexington,233 p.,N/A,N/A,N/A,N/A,"After a brief eulogy to the victims of World War II, this book glorifies patriotism, fighting for one's country, war, and being a man among men.",Pilot,N/A,N/A,N/A,N/A
Arlen,Michael J.,N/A,N/A,N/A,N/A,Exiles.,1970,N/A,N/A,"Farrar, Straus & Giroux",New York,226 p.,N/A,N/A,N/A,N/A,"Arlen writes of his father, a celebrated novelist in the Twenties, his mother, and himself in a haunting quest of discovery in the movement and meaning of their lives.",N/A,N/A,N/A,N/A,N/A
Arlen,Michael J.,N/A,N/A,N/A,N/A,Passage to Ararat.,1975,N/A,N/A,"Farrar, Straus & Giroux",New York,293 p.,N/A,N/A,N/A,N/A,Arlen set out on a journey to discover the heritage of his Armenian forebears. He found sadness and horror as well as humor and hope in a land and people that conquerors have been trying to suppress for centuries.,N/A,N/A,N/A,N/A,N/A
Armaghanian,Arsha Louise,N/A,N/A,N/A,N/A,Arsha's world and yours.,1977,N/A,N/A,Vantage,New York,96 p.,N/A,N/A,N/A,N/A,"Arsha was an Armenian teenager living near Istanbul when World War I broke out and all Armenians were deported to the interior of Turkey. Arsha stowed paper, pencils and her Bible in a sack and kept a diary of her family's forced travels and struggles to survive.",N/A,1902,N/A,N/A,N/A
Arnold,Oren,N/A,N/A,N/A,N/A,A boundless privilege.,1974,N/A,N/A,"Madrona Press, Inc.","Austin, Texas",159 p.,N/A,N/A,N/A,N/A,"Harking back to the first twenty years of the twentieth century, the author examines the accelerated rate of change and its effects on the old simple life in the rural region of Rusk County, Texas.",N/A,1900,N/A,N/A,N/A
Armes,Jay J.,N/A,N/A,Nolan,Frederick,"Jay J. Armes, investigator.",1976,N/A,N/A,Macmillan and Co.,New York,234 p.,N/A,N/A,N/A,N/A,"Armes is to private investigation what Melvin Belli is to trial law. He describes his hyperactive, flamboyant life, and unorthodox, not always legal, methods of solving crimes.",Investigator,1940,N/A,N/A,N/A
Armour,Richard,N/A,N/A,N/A,N/A,My life with women: confessions of a domesticated male.,1968,N/A,N/A,McGraw-Hill Book Co.,New York,180 p.,N/A,N/A,N/A,N/A,"A prolific writer of spoofs and humorous books, articles, and poems, Armour here writes about himself, particularly about married life.",Writer,1906,N/A,N/A,N/A
Armstrong,April Oursler,N/A,N/A,N/A,N/A,Cry Babel: the nightmare of aphasia and a courageous woman's struggle to rebuild her life.,1979,N/A,N/A,Doubleday and Co.,"Garden City, New York",252 p.,N/A,N/A,N/A,N/A,"At 46, Armstrong was afflicted with aphasia that reduced her from a prolific author and theology professor to the physical and linguistic level of an eighteen-month-old baby.","Author, Theology Professor",1926,N/A,N/A,N/A
Armstrong,April Oursler,N/A,N/A,N/A,N/A,House with a hundred gates.,1965,N/A,N/A,McGraw-Hill Book Co.,New York,286 p.,N/A,N/A,N/A,N/A,"Armstrong tells of life with her author parents, Fulton and Grace Oursler, including estrangement when her mother's alcoholism became rampant and union when her father and then Armstrong converted to Catholicism.",N/A,1926,N/A,N/A,N/A
Armstrong,Henry,N/A,N/A,N/A,N/A,"Gloves, glory and God: an autobiography.",1956,N/A,N/A,Fleming H. Revell,"Westwood, New Jersey",256 p.,N/A,N/A,N/A,N/A,"In novelistic form, this third-person autobiography describes a Black athlete's rise to become the world's lightweight champion boxer, followed by a slow decline and many injuries.","Boxer, Preacher",1912,N/A,N/A,N/A
Armstrong,Louis,N/A,N/A,Meryman,Richard,Louis Armstrong— a self-portrait: the interview by Richard Meryman.,1971,N/A,N/A,The Eakins Press,New York,59 p.,N/A,N/A,N/A,N/A,"The major portion of this interview was published in Life, April 15, 1966. In it the famous trumpeter tells anecdotes of his youth in New Orleans and his later success in Chicago and elsewhere.",Musician,1900,1971,N/A,N/A
Armstrong,Louis,N/A,N/A,N/A,N/A,Satchmo: my life in New Orleans.,1954,N/A,N/A,"Prentice-Hall, Inc.",New York,240 p.,N/A,N/A,N/A,N/A,"A wizard with his horn, Armstrong here tells of his childhood, his start in music, the bumptious life in New Orleans, great bands, great musicians, and his break into the big time in Chicago.",Musician,1900,1971,N/A,N/A
Armstrong,William Howard,N/A,N/A,N/A,N/A,Through troubled waters.,1973,N/A,N/A,Harper & Row,New York,86 p.,N/A,N/A,N/A,N/A,The story of a man and his three young children coping with the sudden death of their wife and mother.,N/A,1914,N/A,N/A,N/A
Arnold,Eddy,N/A,N/A,N/A,N/A,It's a long way from Chester County.,1969,N/A,N/A,Hewitt House,"Old Tappan, New Jersey",154 p.,N/A,N/A,N/A,N/A,"His career as a country singer was solidly established by his recording of 'That's How Much I Love You' in 1946. It peaked, declined, and grew again by the mid-sixties. His book describes the struggle and success of a young man from Tennessee.",Country Singer,1918,N/A,N/A,N/A
Arnold,Henry Harley,N/A,N/A,N/A,N/A,Global mission.,1949,N/A,N/A,Harper and Brothers,New York,626 p.,N/A,N/A,N/A,N/A,N/A,N/A,1886,1950,N/A,N/A
