author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
BROOKE,Richard Sinclair,N/A,N/A,N/A,N/A,Recollections,1877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clergyman's college days in Dublin in 20's; curacies in Ireland and reminiscences of Irish churchmen and church happenings.,Clergyman,N/A,N/A,N/A,N/A
BROOKFIELD,Arthur Montagu,N/A,N/A,N/A,N/A,Annals,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rugby; Sandhurst; Cambridge; with Hussars in India; marriage; Conservative M.P. for Rye; politics and country life; Germany before WW1.,"Politician, Soldier",N/A,N/A,N/A,N/A
BUCHANAN,George,N/A,N/A,N/A,N/A,Opera Omnia,1715,N/A,N/A,Edinburgh,N/A,N/A,N/A,N/A,N/A,N/A,"Contains a brief 'vita ab ipso scripta' 1580; a dry statement of the facts of his studies, writings, religious activities.",N/A,N/A,N/A,N/A,N/A
BUCHANAN,Sir George William,N/A,N/A,N/A,N/A,My Mission,1923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Diplomatic career, 1876-1918; Vienna, Bulgaria, St. Petersburg public events and personalities & his travels.",Diplomat,N/A,N/A,N/A,N/A
BUCHANAN,Meriel,N/A,N/A,N/A,N/A,Diplomacy,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"With her diplomat father in many capitals; Berlin, Sofia, Constantinople, St.-Petersburg; social life; society, and daily life.",N/A,N/A,N/A,N/A,N/A
BUCHANAN-TAYLOR,W.,N/A,N/A,N/A,N/A,Shake the Bottle; Shake It Again; One More Shake,1942,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Journalism, advertising and entertaining; ventriloquism; London theatrical and Bohemian life; travels in Europe and America; an amusing picture.","Journalist, Entertainer",N/A,N/A,N/A,N/A
BUCKINGHAM,James Silk,N/A,N/A,N/A,N/A,Autobiography,1855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His adventurous life from age of nine; merchant marine and navy; speculations; scheme for opening Red Sea route; adventures in Egypt, Near East, India, to 1825.","Merchant marine, Navy",N/A,N/A,N/A,N/A
BUCKINGHAM,"John Sheffield, Duke of",N/A,N/A,N/A,N/A,Works,1723,N/A,II,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Contains memoirs of early career in navy; the Dutch wars; quarrel with Rochester; the Monmouth plot; political contrivances.,N/A,N/A,N/A,N/A,N/A
BUCKLAND,Francis Trevelyan,N/A,N/A,N/A,N/A,Log-Book,1875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Quizzical reminiscences, anecdotes; fisherman and zoologist.","Fisherman, Zoologist",N/A,N/A,N/A,N/A
BUCKLER,John,N/A,N/A,N/A,N/A,A very brief autobiographical sketch of a minor artist of 18th Century.,N/A,N/A,N/A,William Salt Library,Stafford,N/A,N/A,N/A,N/A,N/A,N/A,Artist,N/A,N/A,N/A,N/A
BUCKLEY,John,N/A,N/A,N/A,N/A,A Village Politician,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood poverty in Chilterns and agitation against Corn Laws; the education, propaganda, and troubles of a young reformer to 50's; a valuable picture of working-class life in country; Claywick.","Politician, Reformer",N/A,N/A,N/A,N/A
BUCKMASTHR,Herbert,N/A,N/A,N/A,N/A,Buck's Book,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Service in Boer War and WW1; adventures and misadventures as a man about town; country life, society and sport.",Soldier,N/A,N/A,N/A,N/A
BUDD,Henry,N/A,N/A,N/A,N/A,Memoir,1855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood life; ordination; parish work & chaplain at Bridewell.,Clergyman,N/A,N/A,N/A,N/A
BULLEN,Frank Thomas,N/A,N/A,N/A,N/A,Log of a Sea Waif; With Christ at Sea; Confessions of a Tradesman; Recollections,1899,1900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His boyhood at sea and religious experiences on ship; his brief career and failure as shopkeeper; his career and travel as lecturer and author; attractive.,"Lecturer, Author",N/A,N/A,N/A,N/A
BUIAOCK,Shan F.,N/A,N/A,N/A,N/A,After Sixty Years,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His early life in Ulster; family, social, religious life at Lough Erne; politics; problems.",N/A,N/A,N/A,N/A,N/A
BUNBURY,Sir Charles James Fox,N/A,N/A,Bunbury,Frances J.,Life,1894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Begins with autobiography of boyhood and early manhood; geologist.,Geologist,N/A,N/A,N/A,N/A
BURALL,Paul,N/A,N/A,N/A,N/A,Cornwall to America,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work of Cornish Methodist; mostly experiences in Philadelphia 1783-64; language and spelling is very interesting.,Methodist,N/A,N/A,N/A,N/A
Buxton,Noel Edward,N/A,N/A,N/A,N/A,Travels and Reflections,1929,N/A,N/A,N/A,N/A,692,N/A,N/A,N/A,N/A,"H.F.'s travels in Balkans, Persia, Armenia, Japan, before WW1; his work as relief agent in 1912 Balkan war.",N/A,N/A,N/A,N/A,N/A
Caillard,Mabel,N/A,N/A,N/A,N/A,Lifetime in Egypt,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,With her father in Egypt from 1876; political and government work; social and everyday life; familiar and pleasant.,N/A,N/A,N/A,N/A,N/A
Buyers,William,N/A,N/A,N/A,N/A,Recollections of Northern India,1848,N/A,N/A,N/A,N/A,693,N/A,N/A,N/A,N/A,Missionary work at Benares; Indian religious beliefs; Indian customs.,N/A,N/A,N/A,N/A,N/A
Caine,Sir Thomas Henry Hall,N/A,N/A,N/A,N/A,Story,1908,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His early days in Isle of Man and Liverpool; his career as a novelist; literary life & friendships including Rossetti; social life in the Isle of Man.,novelist,N/A,N/A,N/A,N/A
Byrne,J. C.,N/A,N/A,N/A,N/A,Twelve Years' Wanderings,1848,N/A,N/A,N/A,N/A,694,N/A,N/A,N/A,N/A,"Travel experiences in British colonies, including Australia.",N/A,N/A,N/A,N/A,N/A
Byrne,Julia Clara,N/A,N/A,N/A,N/A,Gossip of the Century,1892,N/A,N/A,N/A,N/A,695,N/A,N/A,N/A,N/A,"Gossip, anecdotes, and reminiscences; court, society, law, music, stage, art, etc.",N/A,N/A,N/A,N/A,N/A
Byrne,Miles,N/A,N/A,N/A,N/A,Memoirs,1863,1910,N/A,N/A,N/A,696,N/A,N/A,N/A,N/A,Life and political activity of a United Irishman; his part in the rebellion of 1798; history of the struggle and his comrades; account of his life in exile.,N/A,N/A,N/A,N/A,N/A
Byrne,Muriel St. Clare,N/A,N/A,N/A,N/A,Common or Garden Child,1942,N/A,N/A,N/A,N/A,697,N/A,N/A,N/A,N/A,"Edwardian childhood; family, domestic, social life & customs; personal; emotional.",N/A,N/A,N/A,N/A,N/A
Byron,John,N/A,N/A,N/A,N/A,The Narrative,1768,N/A,N/A,N/A,N/A,698,N/A,N/A,N/A,N/A,"Shipwreck on coast of Patagonia & his sufferings, 1740-46; Indian customs; the poet's grandfather.",N/A,N/A,N/A,N/A,N/A
Cairns,David S.,N/A,N/A,N/A,N/A,David Cairns,1850,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,Puritanical religious life in Scottish family from 1860's; life in the nunnery; his revolt from puritanism; theological writing; friendships.,N/A,N/A,N/A,N/A,N/A
Cairns,Elizabeth,N/A,N/A,N/A,N/A,Memoirs,1762,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,"Spiritual autobiography; work as preacher for Reformed Church, Stirling.",N/A,N/A,N/A,N/A,N/A
Calamy,Edmund,N/A,N/A,Rutt,J.,Historical Account,1829,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,"A history of his own times and the dissenters; church, state, nonconformity, and himself; it is modelled on Burnet but is somewhat more personal.",N/A,N/A,N/A,N/A,N/A
Caldwell,Rt. Rev. Robert,N/A,N/A,N/A,N/A,Reminiscences,1894,N/A,N/A,N/A,Madras,9,N/A,N/A,N/A,N/A,Glasgow boyhood; work as missionary in Madras and Tinnevelly; Bishop of Tinnevelly; studies of language and religion.,missionary,N/A,N/A,N/A,N/A
Cailadine,Sgt. George,N/A,N/A,N/A,N/A,Diary,1922,N/A,N/A,N/A,N/A,10,YES,N/A,N/A,N/A,"Mostly autobiography, 1793-1837; military life and adventures in England, Ireland, Ceylon; ordinary life of the soldier; simple and good.",soldier,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,Fowling and rabbiting; hunting in Sth Africa; fond recollections of sporting life since boyhood.,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARLETON,George,N/A,N/A,N/A,N/A,Military Memoirs,1728,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Soldier of fortune 1672-1713; service in Spain; prisoner at Denia; volunteer in Low Countries; partisan leader; adventures; a stirring life; sometimes held to be fiction and propaganda by Defoe.,Soldier,N/A,N/A,N/A,N/A
CARLETON,William,O'Donoghue,David,N/A,N/A,Life of.,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Contains autobiography of early life in County Tyrone and Dublin; poverty; candidate for priesthood; reading, tutoring, writing; difficulties with landladies; his literary work before he became established; entertaining.",N/A,N/A,N/A,N/A,N/A
CARLILE,John C.,N/A,N/A,N/A,N/A,My Life's Little Day,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Religion and social reform for 50 years; Bradlaugh, Besant, Spurgeon; educational work; editor of the Baptist Times; movements for unity of free churches.",N/A,N/A,N/A,N/A,N/A
CAREW,Bampfylde-Moore,N/A,N/A,N/A,N/A,An Apology,1749,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Devonshire youth; living with gypsies; in America; king of beggars; West Country adventures; slang.,N/A,N/A,N/A,N/A,N/A
CARLIN,Francis,N/A,N/A,N/A,N/A,Reminiscences,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scotland Yard detective; Etham Common murder and other noted crimes and his part in tracking down criminals.,Detective,N/A,N/A,N/A,N/A
CAREW,Dudley C.H.,N/A,N/A,N/A,N/A,The House Is Gone,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His boyhood and youth in Edwardian times; Lancing; classical education; literary journalism; London Mercury and Sir John Squire; cricket; films.,N/A,N/A,N/A,N/A,N/A
CARLTON,Arthur Philps,N/A,N/A,N/A,N/A,Twenty Years of Spoof,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Poor boyhood; rise as entertainer and conjuror; in markets, fairs, music halls; tours; lively anecdotes of show business.","Entertainer, Conjuror",N/A,N/A,N/A,N/A
CAREW,Dr. Francis Wylde,N/A,N/A,N/A,N/A,No^ 747,1891,N/A,N/A,N/A,Bristol,N/A,N/A,N/A,N/A,N/A,"Autobiography of gypsy and poacher in Devon and Southwest; service with L'Estranges; marriage, sport, adventures.",N/A,N/A,N/A,N/A,N/A
CARLYLE,Alexander,N/A,N/A,N/A,N/A,Autobiography,1860,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work of minister of Inveresk; leader of the moderate party in Church of Scotland; his friendships with Hume, Smollett, Adam Smith, etc.; excellent for Scotch life and society in 18th Century.",Minister,N/A,N/A,N/A,N/A
CAREW,Paul,N/A,N/A,N/A,N/A,"Dust, Dope and Sawdust",1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early days of flying; service with RNAS in WW1, Gallipoli, Africa; hunting in India; journalist in Buenos Aires; cocaine racket; revolution in Argentina; circus-owner.",N/A,N/A,N/A,N/A,N/A
CARLYLE,Thomas,Froude,J.A.,N/A,N/A,Reminiscences,1881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Parents, wife and friends; Edward Irving, Southey, Wordsworth, Lord Jeffrey; their influences on him; his life in Scotland.",N/A,N/A,N/A,N/A,N/A
Clarke,James Fernandez,N/A,N/A,N/A,N/A,"Autobiographical Recollectlon3(l87A). Career in medicine from 1823; schools, hospitals personalities, societies, fashions in medicine, Westminster Hospital; University of London; establishment of The Lancet; Mesmerism; quacks.",N/A,N/A,N/A,N/A,N/A,234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clarke,Mary E. B.,N/A,N/A,N/A,N/A,Sketches of My Childhood (Edin. 1874). Family life & life as orphan; may be fiction.,1874,N/A,N/A,N/A,Edinburgh,235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clarke,Mary Victoria Cowden,N/A,N/A,N/A,N/A,"M£ Long Life(l896). Her upbringing, marriage, literary work; friendships with eminent writers; theatres and music; travels in Europe.",1896,N/A,N/A,N/A,N/A,236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clarke,Mona,N/A,N/A,N/A,N/A,"Light and Shade(l939). Forty years in France as art student; later as journalist and critic for The Times; interviews with celebrities in art, literature, theatre.",1939,N/A,N/A,N/A,N/A,237,N/A,N/A,N/A,N/A,N/A,"artist, journalist",N/A,N/A,N/A,N/A
Clarke,Samuel,N/A,N/A,N/A,N/A,Lives of Sundry Eminent Persons (1683). Contains a brief autobiography of the puritan minister to 1681; at Emmanuel under Hooker; his Puritan leanings; persecution.,1683,N/A,N/A,N/A,N/A,238,N/A,N/A,N/A,N/A,N/A,minister,N/A,N/A,N/A,N/A
Clarke,Samuel R.,N/A,N/A,N/A,N/A,Among the Tribes in South-West China (1911). Missionary work; 33 years with the China Inland Mission at Kweichow; Chinese life and customs.,1911,N/A,N/A,N/A,N/A,239,N/A,N/A,N/A,N/A,N/A,missionary,N/A,N/A,N/A,N/A
Clarke,Thomas J.,N/A,N/A,N/A,N/A,Glimpses of an Irish Felon's Prison Life (Dublin. 1922). Irish rebel & political prisoner; his life in Hurst Castle prison from 1883 to 1898.,1922,N/A,N/A,N/A,Dublin,240,N/A,N/A,N/A,N/A,N/A,"rebel, political prisoner",N/A,N/A,N/A,N/A
Clarkson,Henry,N/A,N/A,N/A,N/A,Memories (Wakefield 1887). Work as surveyor at Wakefield; social life and people there.,1887,N/A,N/A,N/A,Wakefield,241,N/A,N/A,N/A,N/A,N/A,surveyor,N/A,N/A,N/A,N/A
Clarkson,Lieut. John,N/A,N/A,N/A,N/A,"Diary, 1792; his work as governor of Sierra Leone; natives, slavers, and slaves; plantation life. Sierra Leone Studies Vol. VIII (1927).",1792,1927,Vol. VIII,N/A,N/A,242,N/A,N/A,N/A,N/A,N/A,governor,N/A,N/A,N/A,N/A
Clavell,John,N/A,N/A,N/A,N/A,A Recantation of an Ill-Led Life (1628). Poetical account of the sins of a young highwayman and his operations at Gads-Hill.,1628,N/A,N/A,N/A,N/A,243,N/A,N/A,N/A,N/A,N/A,highwayman,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,Rural Life,1902,N/A,N/A,Edin.,N/A,N/A,N/A,N/A,N/A,N/A,"Village life in Scotland; people, dogs, events, characters; village cricket, players, umpires.",N/A,N/A,N/A,N/A,N/A
COLLINS,William John Townsend,N/A,N/A,N/A,N/A,Rugby Recollections,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sports writer, South Wales Argus; work in Rugby football and work for the same; some great matches, from 70's.",sports writer,N/A,N/A,N/A,South Wales
COLLINSON,Clifford Whiteley,N/A,N/A,N/A,N/A,Life and Laughter,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His experiences as a trader in the Solomons; officials, missionaries and natives.",trader,N/A,N/A,N/A,N/A
COLLIS,Joyce,N/A,N/A,N/A,N/A,The Sparrow,1943,N/A,N/A,Dublin,N/A,N/A,N/A,N/A,N/A,N/A,Conversion to Catholicism; her work as VAD in England in WW1; Christian Science; Maud Royden; patient in Swiss tuberculosis sanitorium; religious experiences.,N/A,N/A,N/A,N/A,N/A
COLLIS,Maurice S.,N/A,N/A,N/A,N/A,Trials in Burma,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as a district magistrate in Burma in 30's; administration; political unrest; prison mutiny.,district magistrate,N/A,N/A,N/A,N/A
COLLIS,Robert,N/A,N/A,N/A,N/A,Silver Fleece,1937,N/A,N/A,N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,Rugby; Cambridge; Yale; medical student and footballer; house physician at Johns Hopkins; return England; medical study and sports.,"medical student, footballer",N/A,N/A,N/A,England
COLLISON,William,N/A,N/A,N/A,N/A,Apostle of Free Labour,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work with National Free Labour Association vs. trade unions; labour movement and its leaders & his war with them; strikes, police; political propaganda.",N/A,N/A,N/A,N/A,N/A
C0LL0D0N,Augustus C.,N/A,N/A,N/A,N/A,Congo Jake,1933,1934,N/A,L.,N/A,N/A,N/A,N/A,N/A,N/A,His life at sea and in the army; pirates; slave-traders; adventures in the South Seas and South America; big-game hunting in India and Rockies.,N/A,N/A,N/A,N/A,N/A
COLLINS,Michael,N/A,N/A,N/A,N/A,Michael Collins's Own Story,1923,N/A,N/A,N/A,N/A,N/A,YES,N/A,N/A,N/A,His part in the Irish rebellion; civil war and negotiation from 1916.,N/A,N/A,N/A,N/A,N/A
COLLYER,Margaret,N/A,N/A,N/A,N/A,Life of an Artist,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Woman artist's career; study in Germany and Royal Academy School; country interests; uncanny experiences; life in East Africa.,artist,N/A,N/A,N/A,N/A
COMPTON,Denis Charles Scott,N/A,N/A,N/A,N/A,Playing for England,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career as a cricketer; from ground-boy at Lords to playing for Middlesex and England; games, tours, players.",cricketer,N/A,N/A,N/A,N/A
COIMAN,George,N/A,N/A,N/A,N/A,Some Particulars of the Life,1795,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brief autobiography of the elder Colman; his theatrical playwriting career; misfortunes with patrons; Covent Garden.,playwright,N/A,N/A,N/A,N/A
COMPTON,Fay,N/A,Virginia C. Mackenzie,N/A,N/A,Rosemary,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education; career in the theatre; musical comedies; Shakespeare; theatrical scene; anecdotes of plays and players.,theatre performer,N/A,N/A,N/A,N/A
COIMAN,George,N/A,N/A,N/A,N/A,Random Records,1830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of Colman the younger; Oxford social life; London; his beginnings in the theatre; literary life and entertainments; his plays; tours, Scotland and English watering-places.","playwright, entertainer",N/A,N/A,N/A,N/A
COMPTON-RICKETT,Arthur,N/A,N/A,N/A,N/A,I Look Back,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cambridge; career as journalist, novelist, lecturer; Fleet Street and politics; theatre; literature; and his psychic experiences.","journalist, novelist, lecturer",N/A,N/A,N/A,N/A
COLQMB,Capt. Philip Howard,N/A,N/A,N/A,N/A,Slave-Catching in the Indian Ocean,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adventures of a naval officer; chasing slavers in Indian Ocean; Zanzibar; and native customs.,naval officer,N/A,N/A,N/A,N/A
COPE,William,N/A,N/A,N/A,N/A,"A Faithful and Particular Account (Birmingham, 1830). The conversion and religious life of Methodist.",1830,N/A,N/A,Birmingham P. L.,N/A,N/A,N/A,N/A,N/A,N/A,Focus on the conversion and religious life of a Methodist.,N/A,N/A,N/A,N/A,N/A
COPMAN,Fred,N/A,N/A,N/A,N/A,Reason in Revolt (L. 1948). Childhood poverty; orphanage; left-wing political activities; Invergordon Mutiny; unemployment in London in 30's; Spanish Civil War; renunciation of Communist Party and conversion to Catholicism; interesting.,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,An account of childhood poverty and political activities culminating in a conversion to Catholicism.,N/A,N/A,N/A,N/A,N/A
CORAGGI0S0,Cagliardo,N/A,N/A,N/A,N/A,Wandering Minstrel (1938). Italian boyhood; begging musician in England; adopted by Yorkshire fishmongers; success as restaurant keeper; bankruptcy; business success in Edinburgh.,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A narrative of Italian boyhood and the life journey of a musician and restaurant keeper.,"musician, restaurant keeper",N/A,N/A,N/A,N/A
CORBALLIS,James Henry,N/A,N/A,N/A,N/A,"Forty-Five Years (I891). Sporting life and anecdotes; riding, shooting, deerstalking, falconry, fishing, etc.",1891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A detailed account of sporting activities and personal anecdotes over a span of 45 years.,N/A,N/A,N/A,N/A,N/A
CORBETT,Clare,N/A,N/A,N/A,N/A,Happy Hunting Days (1931). Childhood and youth pre-WWI; farming and social in Wilts; fox and stag hunting.,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"An exploration of childhood and youth experiences, particularly around agricultural life and hunting.",N/A,N/A,N/A,N/A,N/A
CORBETT,Sir Vincent Edwin,N/A,N/A,N/A,N/A,"Reminiscences (1927). Diplomatic career from 1884; Berlin, Hague, Rome, Turkey and Greece; public affairs and diplomatic commentary; courts; social.",1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Insights into a long diplomatic career and commentary on various international affairs.,Diplomat,N/A,N/A,N/A,N/A
CORCORAN,Capt. Austin P.,N/A,N/A,N/A,N/A,"The Daredevil of the Army (N.Y. 1919). Experiences WW1; 'buzzer', motor cycle despatch rider, wireless operator.",1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A narrative of experience as a despatch rider and operator during WW1.,Military,N/A,N/A,N/A,N/A
COREY,Winifred (Graham),N/A,N/A,N/A,N/A,That Reminds Me (1945); Observations (1947); I Introduce (1948). Discursive reminiscences of a grande raconteuse; her social life; literary career; friends travels; anti-Mormon campaign; notes on celebrities; anecdotes.,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A collection reflecting on social and literary experiences.,N/A,N/A,N/A,N/A,N/A
CORFIELD,Mary Hay,N/A,N/A,N/A,N/A,Some Memories of a Scotswoman (1934). Old shipping family in Glasgow; shipping and yachting before WW1; social life.,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reflections on life from a woman in a Scottish shipping family.,N/A,N/A,N/A,N/A,N/A
CORRIE,Right Rev. Daniel,N/A,N/A,N/A,N/A,"Religious diary, 1804-36; missionary work in India; Cawnpore, Calcutta, Madras; diocesan work and administration as Bishop of Madras. Memoirs (1847).",1847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A diary of missionary activities and church administration in India.,"Bishop, Missionary",N/A,N/A,N/A,N/A
CRAIGMYLE,"Thomas Shaw, Baron",N/A,N/A,N/A,N/A,The Other Bundle,1937,N/A,N/A,N/A,N/A,466,N/A,N/A,N/A,N/A,Education in the 50's; influences on him; legal study; his career as a lawyer in Scotland; & politics and social life.,lawyer,N/A,N/A,N/A,N/A
CRAIK,Henry,N/A,N/A,N/A,N/A,Passages from the Diary,1866,N/A,N/A,N/A,N/A,467,N/A,N/A,N/A,N/A,"Student at St. Andrew's, Edinburgh; tutor in Exeter; reading; spiritual life; Baptist pastor; his Hebrew studies and writing.","tutor, pastor",N/A,N/A,N/A,N/A
CRAWFORD,Archibald,N/A,N/A,N/A,N/A,Guilty as Libelled,1938,N/A,N/A,N/A,N/A,476,N/A,N/A,N/A,N/A,Career as criminal lawyer; work in Scottish courts; criminal psychology.,criminal lawyer,N/A,N/A,N/A,N/A
CRAWFORD,Arthur Traver,N/A,N/A,N/A,N/A,"Reminiscences of an Indian Police Official, by T.C. Arthur",1894,N/A,N/A,N/A,N/A,477,N/A,N/A,N/A,N/A,"Police work in India- from 1850; Bombay; crime, thugs, dacoits; Mutiny; famines; social life and anecdotes.",police official,N/A,N/A,N/A,N/A
CRAWFORD,Daniel,N/A,N/A,N/A,N/A,Thinking Black,1912,N/A,N/A,N/A,N/A,478,N/A,N/A,N/A,N/A,"His life and missionary work in Africa, 1889-1911; long grass country; native life and the religious challenge.",missionary,N/A,N/A,N/A,N/A
CRAWFORD,E. May,N/A,N/A,N/A,N/A,By the Equator's Snowy Peak,1913,N/A,N/A,N/A,N/A,479,N/A,N/A,N/A,N/A,"Medical missionary work with her husband in Uganda, from 1904; native life; travels.",medical missionary,N/A,N/A,N/A,N/A
CRIMER,John,N/A,N/A,N/A,N/A,Ramblin' Jack,1936,N/A,N/A,N/A,N/A,489,N/A,N/A,N/A,N/A,"Amusing account of life in navy and in merchant ships 1708-30; excellent detail of ordinary sailor's life, humor and pathos; interesting language.",N/A,N/A,N/A,N/A,N/A
CRAWFORD,James H.,N/A,N/A,N/A,N/A,Autobiography of a Tramp,1900,N/A,N/A,N/A,N/A,480,N/A,N/A,N/A,N/A,Experiences with his parents; tramp from boyhood; people & places; travel; adventures.,tramp,N/A,N/A,N/A,N/A
