author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Adams,Charles Francis,N/A,N/A,N/A,N/A,"Charles Francis Adams, an autobiography",1916,N/A,N/A,Houghton Mifflin,Boston & N.Y.,224 p,N/A,N/A,N/A,N/A,"Historian, railroad executive, educator, expert; civic leader. New England.",N/A,1835,1915,N/A,N/A
Adams,Charles Francis,N/A,N/A,N/A,N/A,Forty years a fool,1914?,N/A,N/A,The Author,"Sonora, Texas",100 p,N/A,N/A,N/A,N/A,"Manager of wild west shows, salesman. Texas and California.",N/A,1857,N/A,N/A,N/A
Adams,Dorothy,N/A,N/A,N/A,N/A,We stood alone,1941,N/A,N/A,"Longmans, Green",N.Y.,284 p,N/A,N/A,N/A,N/A,"American in Poland, 1925-39.",N/A,N/A,N/A,N/A,N/A
Adams,Eliashib,N/A,N/A,N/A,N/A,A successful life,1871,N/A,N/A,Printed by Benjamin A. Burr,Bangor,"109, 23 p",N/A,N/A,N/A,N/A,The religious aspects of the life of a businessman in Maine.,N/A,1733,1855,N/A,N/A
Adams,Elizabeth Laura,N/A,N/A,N/A,N/A,Dark symphony,1942,N/A,N/A,Sheed & Ward,N.Y.,194 p,N/A,N/A,N/A,N/A,The account of a colored girl’s childhood in California and her struggles against prejudice.,N/A,N/A,N/A,N/A,N/A
Adams,Francis Colburn,N/A,N/A,N/A,N/A,Story of a trooper with much of interest concerning the campaign on the Peninsula,1865,N/A,N/A,Dick & Fitzgerald,N.Y.,616 p,N/A,N/A,N/A,N/A,In the Union army.,N/A,N/A,N/A,N/A,N/A
Adams,Hannah,N/A,N/A,N/A,N/A,"A memoir of Miss Hannah Adams, written by herself",1832,N/A,N/A,Gray & Bowen,Boston,110 p,N/A,N/A,N/A,N/A,New England historian.,N/A,1755,1831,N/A,N/A
Adams,Henry,N/A,N/A,N/A,N/A,The education of Henry Adams,1918,N/A,N/A,Houghton Mifflin,Boston & N.Y.,519 p,N/A,N/A,N/A,N/A,"Historian, social and political commentator.",N/A,1838,1918,N/A,N/A
Adams,Isaac,N/A,N/A,N/A,N/A,"Darkness and daybreak. Personal experiences, manners, customs in Persia",1898,N/A,N/A,Dickinson,Grand Rapids,229 p,N/A,N/A,N/A,N/A,American experiences of a Persian-born student who returned to his country as a Baptist preacher.,N/A,1872,N/A,N/A,N/A
Adams,Israel,N/A,N/A,N/A,N/A,"A narrative of the life, travels and adventures of Capt. Israel Adams",1847,N/A,N/A,Printed by D. Bennett,Utica,36 p,N/A,N/A,N/A,N/A,"A New York man tells of his life as a sailor, and of his experiences in the War of 1812.",N/A,1776,N/A,N/A,N/A
Adams,James Capen,N/A,N/A,N/A,N/A,"The adventures of James Capen Adams, mountaineer and Grizzly bear hunter, of California. By Theodore H. Hittell",I860,N/A,N/A,Towne & Bacon,San Francisco,378 p,N/A,N/A,N/A,N/A,Dictated by Adams. See also the next item.,N/A,1807,N/A,N/A,N/A
Adams,James Capen,N/A,N/A,N/A,N/A,The Life of J.C.Adams,1860,N/A,N/A,"Printed by Wynkoop, Hallenbeck Thomas",N.Y.,53 p,N/A,N/A,N/A,N/A,Hunter in the Rocky Mountains.,N/A,1807,N/A,N/A,N/A
Adams,John,N/A,N/A,N/A,N/A,"Life of “Reformation” John Adams, an Episcopal elder of the Methodist Episcopal Church",1853,N/A,N/A,Rand,Boston,2 vols.,N/A,N/A,N/A,N/A,In New England.,N/A,N/A,N/A,N/A,N/A
Adams,John,N/A,N/A,N/A,N/A,The works of John Adams,N/A,N/A,N/A,C.C. Little & James Brown,Boston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1735,1826,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,Auto.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"This account closes with 1776, and stresses his accomplishments in the Congress.",N/A,N/A,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,Narrative,1872,N/A,N/A,"Sieg, printer",Harrisburg,64 p,N/A,N/A,N/A,N/A,Slave in Virginia; free laborer in Pa.,N/A,1845,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,An old boy remembers,1935,N/A,N/A,Ruth Hill,Boston,125 p,N/A,N/A,N/A,N/A,"The writer, a Presbyterian minister, devotes the greater portion of his book to his early life in western New York state and to his schooling including his years at the University of Rochester and the Auburn Theological Seminary.",N/A,1849,1940,N/A,N/A
Adams,Juliette (Graves),N/A,N/A,N/A,N/A,Chapters from a musical life,1903,N/A,N/A,C. Adams,Chicago,138 p,N/A,N/A,N/A,N/A,Music teacher in New York and Chicago.,N/A,1858,N/A,N/A,N/A
Adams,Mary Still,N/A,N/A,N/A,N/A,Autobiography,1893,N/A,N/A,"Buckingham bros., printers",Los Angeles,288 p,N/A,N/A,N/A,N/A,Kansas school teacher marries clergyman and devotes self to work with fallen women.,N/A,1839,N/A,N/A,N/A
Adams,Nelson,N/A,N/A,N/A,N/A,"The Elijah Adams family of Hubbards- ton, Mass., and a retrospect of activities in seven cities and seven decades; an autobiography",1910,N/A,N/A,Published by the author,"Springfield, Mass.",236 p,N/A,N/A,N/A,N/A,The writer was active in the livestock byproducts industry for many years in New England and New York.,N/A,1831,N/A,N/A,N/A
Addams,Jane,N/A,N/A,N/A,N/A,Twenty years at Hull House,1910,N/A,N/A,Macmillan,N.Y.,462 p,N/A,N/A,N/A,N/A,Social reformer in Chicago.,N/A,1860,1935,N/A,N/A
Addams,Jane,N/A,N/A,N/A,N/A,The second twenty years at Hull House,1930,N/A,N/A,Macmillan,N.Y.,413 p,N/A,N/A,N/A,N/A,N/A,N/A,1860,1935,N/A,N/A
Adger,John Bailey,N/A,N/A,N/A,N/A,"My life and times, 1810 — 1899",1899,N/A,N/A,The Presbyterian Committee of publications,"Richmond, Va.",681 p,N/A,N/A,N/A,N/A,"Presbyterian minister. Early life, missionary labors in Armenia and among Negroes of Charleston, S.C., active in Southern Presbyterian Church in theological and scientific controversies.",N/A,1810,1899,N/A,N/A
Adkins,Ettie Aurelia,N/A,N/A,N/A,N/A,One Texas old maid,1938,N/A,N/A,W. T. Tardy,Dallas,285 p,N/A,N/A,N/A,N/A,Dietitian.,N/A,N/A,N/A,N/A,N/A
Adler,Cyrus,N/A,N/A,N/A,N/A,I have considered the days,1941,N/A,N/A,Jewish publication society of America,Phila.,429 p,N/A,N/A,N/A,N/A,Archeologist at Smithsonian. President of Dropsie College (theology) in Phila.,N/A,1863,N/A,N/A,N/A
Adler,Felix,N/A,N/A,N/A,N/A,An ethical philosophy of life,1913,N/A,N/A,D. Appleton,N.Y.,380 p,N/A,N/A,N/A,N/A,A spiritual autobiography by a Jew who deserted Judaism.,N/A,1851,1933,N/A,N/A
Adolph,Paul Ernest,N/A,N/A,N/A,N/A,Surgery speaks to China,1945,N/A,N/A,China inland mission,Philadelphia,195 p,N/A,N/A,N/A,N/A,A missionary surgeon in China during the thirties and forties.,N/A,1901,N/A,N/A,N/A
Agle,William C.,N/A,N/A,N/A,N/A,In the footsteps of Pizarro,1903,N/A,N/A,Homer M. Hill Co.,Seattle,365 p,N/A,N/A,N/A,N/A,The adventures of a mining engineer in the gold mines of South America.,N/A,1859,N/A,N/A,N/A
Agnew,Anna,N/A,N/A,N/A,N/A,From under the cloud,1886,N/A,N/A,N/A,Cine.,196 p,N/A,N/A,N/A,N/A,Experiences in a hospital for the mentally ill.,N/A,N/A,N/A,N/A,N/A
Ainslie,Peter,N/A,N/A,N/A,N/A,Some experiments in living,1933,N/A,N/A,Association press,N.Y.,190 p,N/A,N/A,N/A,N/A,By a clergyman of the Disciples of Christ.,N/A,N/A,N/A,N/A,N/A
Ainslie,Peter,N/A,N/A,N/A,N/A,Working with God,1917,N/A,N/A,Christian board of education,St. Louis,383 p,N/A,N/A,N/A,N/A,"In Baltimore, by a clergyman of the Disciples of Christ.",N/A,N/A,N/A,N/A,N/A
Ainsworth,Danforth Hurlbut,N/A,N/A,N/A,N/A,"Recollections of a civil engineer; experiences in New York, Iowa, Nebraska, Dakota, Illinois, Missouri, Minnesota and Colorado",1893,N/A,N/A,N/A,"Newton, Iowa",177 p,N/A,N/A,N/A,N/A,Railroad construction work.,N/A,1828,1904,N/A,N/A
Ake,Jeff,N/A,N/A,N/A,N/A,They die but once,1935,N/A,N/A,Knight,N.Y.,228 p,N/A,N/A,N/A,N/A,Texas cowboy and rancher; sheriff in New Mexico and Arizona. An account based on conversations with the biographee.,N/A,1845,N/A,N/A,N/A
Akeley,Carl Ethan,N/A,N/A,N/A,N/A,In brightest Africa,1923,N/A,N/A,"Doubleday, Page","Garden City, N.Y.",267 p,N/A,N/A,N/A,N/A,N/A,N/A,1864,1926,N/A,N/A
Albee,Fred Houdlett,N/A,N/A,N/A,N/A,A surgeon’s fight to rebuild men,1943,N/A,N/A,E.P. Dutton,N.Y.,349 p,N/A,N/A,N/A,N/A,Physician.,N/A,1876,N/A,N/A,N/A
Albee,John,N/A,N/A,N/A,N/A,Confessions of boyhood,1910,N/A,N/A,Badger,Boston,267 p,N/A,N/A,N/A,N/A,In Massachusetts.,N/A,1833,1915,N/A,N/A
Aldredge,J.D.,N/A,N/A,N/A,N/A,The romance of growing a boy in Texas,1923,N/A,N/A,N/A,"Jacksonville, Texas",288 p,N/A,N/A,N/A,N/A,The youth of a Baptist clergyman.,N/A,1883,N/A,N/A,N/A
Aldrich,Lillian (Woodman),N/A,N/A,N/A,N/A,Crowding memories,1920,N/A,N/A,Houghton Mifflin,Boston,240 p,N/A,N/A,N/A,N/A,"By the wife of clergyman in Florida, Oklahoma and Illinois.",N/A,N/A,1927,N/A,N/A
Alden,Garrett Vinton,N/A,N/A,N/A,N/A,Kingdom stories,1935,N/A,N/A,Ruth Hill,Boston,295 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aldridge,Reginald,N/A,N/A,N/A,N/A,"Life on a ranch; ranch notes in Kansas, Colorado, the Indian territory, and northern Texas",1884,N/A,N/A,N/A,N.Y.,227 p,N/A,N/A,N/A,N/A,A prostitute who later married a deacon.,N/A,N/A,N/A,N/A,N/A
Alcott,Amos Bronson,N/A,N/A,N/A,N/A,Confessions of a school master,1839,N/A,N/A,"Gould, Newman & Saxton",Andover,316 p,N/A,N/A,N/A,N/A,Experiences as a country school teacher in Connecticut.,N/A,1799,1888,N/A,N/A
Alexander,John Brevard,N/A,N/A,N/A,N/A,Reminiscences of the past sixty years,1908,N/A,N/A,Ray printing co.,Charlotte,N/A,N/A,N/A,N/A,N/A,By a southern physician.,N/A,1834,N/A,N/A,N/A
Alexander,Tony,N/A,N/A,N/A,N/A,Experiences of a trapper and hunter from youth to old age,1924,N/A,N/A,N/A,"Portland, Oreg.",119 p,N/A,N/A,N/A,N/A,"In the southern states, Arkansas, Oklahoma and California.",N/A,N/A,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,Akeley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"This account closes with 1776, and stresses his accomplishments in the Congress.",N/A,N/A,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,Narrative,1872,N/A,N/A,"Sieg, printer",Harrisburg,64 p,N/A,N/A,N/A,N/A,Slave in Virginia; free laborer in Pa.,N/A,1845,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,An old boy remembers,1935,N/A,N/A,Ruth Hill,Boston,125 p,N/A,N/A,N/A,N/A,"The writer, a Presbyterian minister, devotes the greater portion of his book to his early life in western New York state and to his schooling including his years at the University of Rochester and the Auburn Theological Seminary.",N/A,1849,1940,N/A,N/A
Adams,Juliette (Graves),N/A,N/A,N/A,N/A,Chapters from a musical life,1903,N/A,N/A,C. Adams,Chicago,138 p,N/A,N/A,N/A,N/A,"A short autobiographical narrative, by Mrs. Crosby Adams. Music teacher in New York and Chicago.",N/A,1858,N/A,N/A,N/A
Adams,Mary Still,N/A,N/A,N/A,N/A,Autobiography,1893,N/A,N/A,"Buckingham bros., printers",Los Angeles,288 p,N/A,N/A,N/A,N/A,Kansas schoolteacher marries clergyman and devotes self to work with fallen women.,N/A,1839,N/A,N/A,N/A
Adams,Nelson,N/A,N/A,N/A,N/A,"The Elijah Adams family of Hubbardston, Mass., and a retrospect of activities in seven cities and seven decades; an autobiography",1910,N/A,N/A,Published by the author,"Springfield, Mass.",236 p,N/A,N/A,N/A,N/A,The writer was active in the livestock byproducts industry for many years in New England and New York.,N/A,1831,N/A,N/A,N/A
Addams,Jane,N/A,N/A,N/A,N/A,Twenty years at Hull House,1910,N/A,N/A,Macmillan,N.Y.,462 p,N/A,N/A,N/A,N/A,Social reformer in Chicago.,N/A,1860,1935,N/A,N/A
Addams,Jane,N/A,N/A,N/A,N/A,The second twenty years at Hull House,1930,N/A,N/A,Macmillan,N.Y.,413 p,N/A,N/A,N/A,N/A,N/A,N/A,1860,1935,N/A,N/A
Adger,John Bailey,N/A,N/A,N/A,N/A,"My life and times, 1810 — 1899",1899,N/A,N/A,The Presbyterian Committee of publications,"Richmond, Va.",681 p,N/A,N/A,N/A,N/A,"Presbyterian minister. Early life, missionary labors in Armenia and among Negroes of Charleston, S.C., active in Southern Presbyterian Church in theological and scientific controversies.",N/A,1810,1899,N/A,N/A
Adkins,Ettie Aurelia,N/A,N/A,N/A,N/A,One Texas old maid,1938,N/A,N/A,W. T. Tardy,Dallas,285 p,N/A,N/A,N/A,N/A,Dietitian.,N/A,N/A,N/A,N/A,N/A
Adler,Cyrus,N/A,N/A,N/A,N/A,I have considered the days,1941,N/A,N/A,Jewish publication society of America,Phila.,429 p,N/A,N/A,N/A,N/A,Archeologist at Smithsonian. President of Dropsie College (theology) in Phila.,N/A,1863,N/A,N/A,N/A
Adler,Felix,N/A,N/A,N/A,N/A,An ethical philosophy of life,1913,N/A,N/A,D. Appleton,N.Y.,380 p,N/A,N/A,N/A,N/A,A spiritual autobiography by a Jew who deserted Judaism.,N/A,1851,1933,N/A,N/A
Adolph,Paul Ernest,N/A,N/A,N/A,N/A,Surgery speaks to China,1945,N/A,N/A,China inland mission,Philadelphia,195 p,N/A,N/A,N/A,N/A,A missionary surgeon in China during the thirties and forties.,N/A,1901,N/A,N/A,N/A
Agle,William C.,N/A,N/A,N/A,N/A,In the footsteps of Pizarro,1903,N/A,N/A,Homer M. Hill Co.,Seattle,365 p,N/A,N/A,N/A,N/A,The adventures of a mining engineer in the gold mines of South America.,N/A,1859,N/A,N/A,N/A
Agnew,Anna,N/A,N/A,N/A,N/A,From under the cloud,1886,N/A,N/A,N/A,Cine.,196 p,N/A,N/A,N/A,N/A,Experiences in a hospital for the mentally ill.,N/A,N/A,N/A,N/A,N/A
Ainslie,Peter,N/A,N/A,N/A,N/A,Some experiments in living,1933,N/A,N/A,Association press,N.Y.,190 p,N/A,N/A,N/A,N/A,By a clergyman of the Disciples of Christ.,N/A,N/A,N/A,N/A,N/A
Ainslie,Peter,N/A,N/A,N/A,N/A,Working with God,1917,N/A,N/A,Christian board of education,St. Louis,383 p,N/A,N/A,N/A,N/A,"In Baltimore, by a clergyman of the Disciples of Christ.",N/A,N/A,N/A,N/A,N/A
Ainsworth,Danforth Hurlbut,N/A,N/A,N/A,N/A,"Recollections of a civil engineer; experiences in New York, Iowa, Nebraska, Dakota, Illinois, Missouri, Minnesota and Colorado",1893,N/A,N/A,N/A,"Newton, Iowa",177 p,N/A,N/A,N/A,N/A,Railroad construction work.,N/A,1828,1904,N/A,N/A
Akeley,Carl Ethan,N/A,N/A,N/A,N/A,In brightest Africa,1923,N/A,N/A,"Doubleday, Page","Garden City, N.Y.",267 p,N/A,N/A,N/A,N/A,N/A,N/A,1864,1926,N/A,N/A
Albee,Fred Houdlett,N/A,N/A,N/A,N/A,A surgeon’s fight to rebuild men,1943,N/A,N/A,E.P.Dutton,N.Y.,349 p,N/A,N/A,N/A,N/A,Physician.,N/A,1876,N/A,N/A,N/A
Albee,John,N/A,N/A,N/A,N/A,Confessions of boyhood,1910,N/A,N/A,Badger,Boston,267 p,N/A,N/A,N/A,N/A,In Massachusetts.,N/A,1833,1915,N/A,N/A
Aldredge,J.D.,N/A,N/A,N/A,N/A,The romance of growing a boy in Texas,1923,N/A,N/A,N/A,"Jacksonville, Texas",288 p,N/A,N/A,N/A,N/A,The youth of a Baptist clergyman.,N/A,1883,N/A,N/A,N/A
Aldrich,Lillian (Woodman),N/A,N/A,N/A,N/A,Crowding memories,1920,N/A,N/A,Houghton Mifflin,Boston,240 p,N/A,N/A,N/A,N/A,"By the wife of clergyman in Florida, Oklahoma and Illinois.",N/A,N/A,1927,N/A,N/A
Alden,Garrett Vinton,N/A,N/A,N/A,N/A,Kingdom stories,1935,N/A,N/A,Ruth Hill,Boston,295 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aldridge,Reginald,N/A,N/A,N/A,N/A,"Life on a ranch; ranch notes in Kansas, Colorado, the Indian territory, and northern Texas",1920,N/A,N/A,N/A,W.H. Phelps,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alby,Mrs. Ann Eliza (Dow),N/A,N/A,N/A,N/A,"Life, adventures",1884,N/A,N/A,D. Appleton & company,N.Y.,227 p,N/A,N/A,N/A,N/A,A prostitute who later married a deacon.,N/A,1790,N/A,N/A,N/A
Alcott,Amos Bronson,N/A,N/A,N/A,N/A,An autobiographical poem,1881,N/A,N/A,Priv. pr.,Boston,158 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1799,1888,N/A,N/A
Alexander,John Brevard,N/A,N/A,N/A,N/A,Reminiscences of the past sixty years,1908,N/A,N/A,Ray printing co.,Charlotte,N/A,N/A,N/A,N/A,N/A,By a southern physician.,N/A,1834,N/A,N/A,N/A
Alexander,Robert,N/A,N/A,N/A,N/A,"Memories of the World War, 1917 — 1918",1931,N/A,N/A,Macmillan,N.Y.,309 p,N/A,N/A,N/A,N/A,The author served in the Service of Supply as Inspector General.,N/A,N/A,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,Auto.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"This account closes with 1776, and stresses his accomplishments in the Congress.",N/A,N/A,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,Narrative,1872,N/A,N/A,"Sieg, printer",Harrisburg,64 p.,N/A,N/A,N/A,N/A,Slave in Virginia; free laborer in Pa.,N/A,1845,N/A,N/A,N/A
Adams,John Quincy,N/A,N/A,N/A,N/A,An old boy remembers,1935,N/A,N/A,Ruth Hill,Boston,125 p.,N/A,N/A,N/A,N/A,"The writer, a Presbyterian minister, devotes the greater portion of his book to his early life in western New York state and to his schooling including his years at the University of Rochester and the Auburn Theological Seminary.",N/A,1849,1940,N/A,N/A
Adams,Juliette (Graves),N/A,N/A,N/A,N/A,Chapters from a musical life,1903,N/A,N/A,C. Adams,Chicago,138 p.,N/A,N/A,N/A,N/A,"A short autobiographical narrative, by Mrs. Crosby Adams. Music teacher in New York and Chicago.",N/A,1858,N/A,N/A,N/A
Adams,Mary Still,N/A,N/A,N/A,N/A,Autobiography,1893,N/A,N/A,"Buckingham bros., printers",Los Angeles,288 p.,N/A,N/A,N/A,N/A,Kansas schoolteacher marries clergyman and devotes self to work with fallen women.,N/A,1839,N/A,N/A,N/A
Adams,Nelson,N/A,N/A,N/A,N/A,"The Elijah Adams family of Hubbards-ton, Mass., and a retrospect of activities in seven cities and seven decades; an autobiography",1910,N/A,N/A,Published by the author,"Springfield, Mass.",236 p.,N/A,N/A,N/A,N/A,The writer was active in the livestock byproducts industry for many years in New England and New York.,N/A,1831,N/A,N/A,N/A
Addams,Jane,N/A,N/A,N/A,N/A,Twenty years at Hull House,1910,N/A,N/A,Macmillan,N.Y.,462 p.,N/A,N/A,N/A,N/A,Social reformer in Chicago.,N/A,1860,1935,N/A,N/A
Addams,Jane,N/A,N/A,N/A,N/A,The second twenty years at Hull House,1930,N/A,N/A,Macmillan,N.Y.,413 p.,N/A,N/A,N/A,N/A,N/A,N/A,1860,1935,N/A,N/A
Adger,John Bailey,N/A,N/A,N/A,N/A,"My life and times, 1810 — 1899",1899,N/A,N/A,The Presbyterian Committee of publications,"Richmond, Va.",681 p.,N/A,N/A,N/A,N/A,"Presbyterian minister. Early life, missionary labors in Armenia and among Negroes of Charleston, S.C., active in Southern Presbyterian Church in theological and scientific controversies.",N/A,1810,1899,N/A,N/A
Adkins,Ettie Aurelia,N/A,N/A,N/A,N/A,One Texas old maid,1938,N/A,N/A,W. T. Tardy,Dallas,285 p.,N/A,N/A,N/A,N/A,Dietitian.,N/A,N/A,N/A,N/A,N/A
Adler,Cyrus,N/A,N/A,N/A,N/A,I have considered the days,1941,N/A,N/A,Jewish publication society of America,Phila.,429 p.,N/A,N/A,N/A,N/A,Archeologist at Smithsonian. President of Dropsie College (theology) in Phila.,N/A,1863,N/A,N/A,N/A
Adler,Felix,N/A,N/A,N/A,N/A,An ethical philosophy of life,1913,N/A,N/A,D. Appleton,N.Y.,380 p.,N/A,N/A,N/A,N/A,A spiritual autobiography by a Jew who deserted Judaism.,N/A,1851,1933,N/A,N/A
Adolph,Paul Ernest,N/A,N/A,N/A,N/A,Surgery speaks to China,1945,N/A,N/A,China inland mission,Philadelphia,195 p.,N/A,N/A,N/A,N/A,A missionary surgeon in China during the thirties and forties.,N/A,1901,N/A,N/A,N/A
Agle,William C.,N/A,N/A,N/A,N/A,In the footsteps of Pizarro,1903,N/A,N/A,Homer M. Hill Co.,Seattle,365 p.,N/A,N/A,N/A,N/A,The adventures of a mining engineer in the gold mines of South America.,N/A,1859,N/A,N/A,N/A
Agnew,Anna,N/A,N/A,N/A,N/A,From under the cloud,1886,N/A,N/A,N/A,Cincinnati,196 p.,N/A,N/A,N/A,N/A,Experiences in a hospital for the mentally ill.,N/A,N/A,N/A,N/A,N/A
Ainslie,Peter,N/A,N/A,N/A,N/A,Some experiments in living,1933,N/A,N/A,Association press,N.Y.,190 p.,N/A,N/A,N/A,N/A,By a clergyman of the Disciples of Christ.,N/A,N/A,N/A,N/A,N/A
Ainslie,Peter,N/A,N/A,N/A,N/A,Working with God,1917,N/A,N/A,Christian board of education,St. Louis,383 p.,N/A,N/A,N/A,N/A,"In Baltimore, by a clergyman of the Disciples of Christ.",N/A,N/A,N/A,N/A,N/A
Ainsworth,Danforth Hurlbut,N/A,N/A,N/A,N/A,"Recollections of a civil engineer; experiences in New York, Iowa, Nebraska, Dakota, Illinois, Missouri, Minnesota and Colorado",1893,N/A,N/A,N/A,"Newton, Iowa",177 p.,N/A,N/A,N/A,N/A,Railroad construction work.,N/A,1828,1904,N/A,N/A
Ake,Jeff,N/A,N/A,N/A,N/A,They die but once,1935,N/A,N/A,N.Knight,N.Y.,228 p.,N/A,N/A,N/A,N/A,Texas cowboy and rancher; sheriff in New Mexico and Arizona. An account based on conversations with the biographee.,N/A,1845,N/A,N/A,N/A
Akeley,Carl Ethan,N/A,N/A,N/A,N/A,In brightest Africa,1923,N/A,N/A,"Doubleday, Page","Garden City, N.Y.",267 p.,N/A,N/A,N/A,N/A,N/A,N/A,1864,1926,N/A,N/A
Albee,Fred Houdlett,N/A,N/A,N/A,N/A,A surgeon’s fight to rebuild men,1943,N/A,N/A,E.P. Dutton,N.Y.,349 p.,N/A,N/A,N/A,N/A,Physician.,N/A,1876,N/A,N/A,N/A
Albee,John,N/A,N/A,N/A,N/A,Confessions of boyhood,1910,N/A,N/A,Badger,Boston,267 p.,N/A,N/A,N/A,N/A,In Massachusetts.,N/A,1833,1915,N/A,N/A
Aldredge,J.D.,N/A,N/A,N/A,N/A,The romance of growing a boy in Texas,1923,N/A,N/A,N/A,"Jacksonville, Texas",288 p.,N/A,N/A,N/A,N/A,The youth of a Baptist clergyman.,N/A,1883,N/A,N/A,N/A
Aldrich,Lillian (Woodman),N/A,N/A,N/A,N/A,Crowding memories,1920,N/A,N/A,Houghton Mifflin,Boston,240 p.,N/A,N/A,N/A,N/A,"By the wife of clergyman Thomas Bailey Aldrich, and Illinois.",N/A,N/A,1927,N/A,N/A
Alby,Mrs. Ann Eliza (Dow),N/A,N/A,N/A,N/A,"Life, adventures",1884,N/A,N/A,D. Appleton & company,N.Y.,227 p.,N/A,N/A,N/A,N/A,A prostitute who later married a deacon.,N/A,1790,N/A,N/A,N/A
Alcott,Amos Bronson,N/A,N/A,N/A,N/A,Confessions of a school master,1839,N/A,N/A,"Gould, Newman & Saxton",Andover,316 p.,N/A,N/A,N/A,N/A,Experiences as a country school teacher in Connecticut.,N/A,1799,1888,N/A,N/A
Alexander,John Brevard,N/A,N/A,N/A,N/A,Reminiscences of the past sixty years,1908,N/A,N/A,Ray printing co.,Charlotte,N/A,N/A,N/A,N/A,N/A,By a southern physician.,N/A,1834,N/A,N/A,N/A
Alexander,Robert,N/A,N/A,N/A,N/A,The triumph of personal thought; and how I became a mason,1941,N/A,N/A,Randsell,Washington,92 p.,N/A,N/A,N/A,N/A,N/A,N/A,1863,N/A,N/A,N/A
Alcott,William Andrus,N/A,N/A,N/A,N/A,"Memories of the World War, 1917 — 1918",1931,N/A,N/A,Macmillan,N.Y.,309 p.,N/A,N/A,N/A,N/A,The author served in the Service of Supply as Inspector General.,N/A,1798,1859,N/A,N/A
Alexander,Tony,N/A,N/A,N/A,N/A,Experiences of a trapper and hunter from youth to old age,1924,N/A,N/A,N/A,"Portland, Oreg.",119 p.,N/A,N/A,N/A,N/A,"In the southern states, Arkansas, Oklahoma and California.",N/A,N/A,N/A,N/A,N/A
Algeo,Mrs. Sara (MacCormack),N/A,N/A,N/A,N/A,The story of a sub-pioneer,1925,N/A,N/A,Snow & Farnham,Providence,318 p.,N/A,N/A,N/A,N/A,Rhode Island suffragist.,N/A,N/A,N/A,N/A,N/A
Alden,Timothy,N/A,N/A,N/A,N/A,An account of sundry missions performed among the Senecas and Munsees; with autobiography,1827,N/A,N/A,N.A.,N.Y.,180 p.,N/A,N/A,N/A,N/A,Missionary experiences among the Indians in New York.,N/A,1771,1839,N/A,N/A
Allan,Allan Alexander,N/A,N/A,N/A,N/A,"Gold, men and dogs",1931,N/A,N/A,G. P. Putnam’s sons,N.Y. & London,337 p.,N/A,N/A,N/A,N/A,Mining in the Klondike.,N/A,N/A,1941,N/A,N/A
Allan,Mrs. Elizabeth Randolph (Preston),N/A,N/A,N/A,N/A,A march past,1938,N/A,N/A,Dietz press,Richmond,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1848,N/A,N/A,N/A
Alderson,Nannie (Tiffany),N/A,N/A,N/A,N/A,A bride goes west,N/A,N/A,N/A,Farrar,N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1860,N/A,N/A,N/A
Alldredge,Eugene Perry,N/A,N/A,N/A,N/A,Cowboys and coyotes,1945,N/A,N/A,Nashville,N/A,184 p,N/A,N/A,N/A,N/A,"Outdoor life in New Mexico, where he went for his health.",N/A,N/A,N/A,N/A,N/A
Allen,Elizabeth,N/A,N/A,N/A,N/A,"Sketches of Green Mountain life, with an autobiography of the author",1846,N/A,N/A,Nathaniel L. Dayton,"Lowell, Mass.",160 p,N/A,N/A,N/A,N/A,A Vermont girlhood described by a song composer.,N/A,N/A,N/A,N/A,N/A
Allen,Errol V.,N/A,N/A,N/A,N/A,Incidents of home-stead days in North Central Kansas,N/A,N/A,N/A,No imprint,N/A,20 p,N/A,N/A,N/A,N/A,The period covered is 1871—81.,N/A,N/A,N/A,N/A,N/A
