author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
ARNOT,Frederick Stanley,N/A,N/A,N/A,N/A,Garenganze,1889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Missionary work from 1881; Northern Rhodesia; simple heroism and good details of native life.,Missionary,N/A,N/A,N/A,N/A
ARNOT,William,N/A,N/A,N/A,N/A,Autobiography,1877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work of minister in Glasgow and Edinburgh; Free Church.,Minister,N/A,N/A,N/A,N/A
ARNOTT,Peter,N/A,N/A,N/A,N/A,This Impertinence,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Army career in India; engineer with Public Works Dept.; railways; and descriptions of Indian life, medicine, sport; adventures; anecdotes.",Engineer; Army,N/A,N/A,N/A,N/A
ARTHUR,Sir Allan,N/A,N/A,N/A,N/A,Hotch-Potch and Kedgeree,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Shipowner; businessman; British India Steam Navigation Company; Indian life, society and celebrities.",Shipowner; Businessman,N/A,N/A,N/A,N/A
ARTHUR,Sir Geor C. A.,N/A,N/A,N/A,N/A,Septuagenarian's Scrap-Book; From Phelps o Gie: d; Not Worth Reading,"1933, 1936, 1938",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Eton, Oxford; career as soldier and writer; public and social events; reminiscences of stage and actors; friendships with royalty, statesmen and famous soldiers.",Soldier; Writer,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Memories,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of service on Western Front in WWI by three rankers (J.E, Prince, V.H, Larr, and T, Slane); personal; 32 Division.",Rankers,N/A,N/A,N/A,N/A
ASCHE,Oscar,N/A,N/A,N/A,N/A,Oscar Asche,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A theatrical autobiography; with Benson and Tree; travels & tours; his roles; sport; anecdotes.,Actor; Theatrical Producer,N/A,N/A,N/A,N/A
ASH,George,N/A,N/A,N/A,N/A,Adventures,1923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life as cowboy and Texas Ranger; adventure in Far East and Palestine; chronicles of a rolling stone.,Cowboy; Texas Ranger,N/A,N/A,N/A,N/A
ASHBEE,Charles Robert,N/A,N/A,N/A,N/A,A Palestine Notebook,1923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as adviser to the city of Jerusalem; reconstruction; Zionism; & celebrities.,Adviser,N/A,N/A,N/A,N/A
ASHERIDGE,Elizabeth,N/A,N/A,N/A,N/A,Some Account,1820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Quaker's sufferings at hands of drunken soldier husband; family and religious life, 1713-55.",Quaker,N/A,N/A,N/A,N/A
ASHBURNHAM,John,N/A,N/A,N/A,N/A,A Narrative,1830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Army and political activities; attendant on Charles I from Oxford to Scottish army, 1646-47.",Attendant; Army,N/A,N/A,N/A,N/A
ASHBY,Lillian Luker,N/A,N/A,N/A,N/A,My India,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood in Bengal; domestic life in Orissa from 187; Anglo-Indian life; Sakchi Steel Mills; good familiar knowledge.,N/A,N/A,N/A,N/A,N/A
ASHE,Thomas,N/A,N/A,N/A,N/A,Memoirs,1815,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Seduces French maid; imprisonment; travel and adventures in North and South America; diamond mines; picaresque; it may be fiction.,N/A,N/A,N/A,N/A,N/A
ASHFORD,John,N/A,N/A,N/A,N/A,Life's Leaves,1869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spiritual autobiography in verse; nature; loneliness; religion; source and solace of his poetry.,N/A,N/A,N/A,N/A,N/A
ASHLEY,Frederick William,N/A,N/A,N/A,N/A,My Sixty Years,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Clerk to Justice Avory; law, lawyers, judges; Avory.",Clerk,N/A,N/A,N/A,N/A
ASHMAN,William,N/A,N/A,Calman,A.L.,Lives of Early Methodists,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work of itinerant Preachers, preacher in Somerset and South of England; 18th Century.",Preacher,N/A,N/A,N/A,N/A
ASHMOLE,Elias,N/A,N/A,N/A,N/A,Memoirs,1717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career as astrologer and goldsmith; a rambling, amusing record; domestic and personal; health; remedies; difficulties; religion.",Astrologer; Goldsmith,N/A,N/A,N/A,N/A
AUSTIN,Alfred,N/A,N/A,N/A,N/A,Autobiography,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood; schools; law studies; work as journalist, writer, and poet; Poet Laureate; European travels.",Journalist; Writer; Poet; Poet Laureate,N/A,N/A,N/A,N/A
ASQUITH,Cynthia,N/A,N/A,N/A,N/A,Heply I,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family life from the late 19th Century; society and public figures; George Wyndham; her literary interests.,N/A,N/A,N/A,N/A,N/A
ASQUITH,Hon. Herbert,N/A,N/A,N/A,N/A,Memoirs of Memory,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood and his father at Hampstead; Winchester and Oxford; service in WWI; public and political personalities.,N/A,N/A,N/A,N/A,N/A
ASSHER,Ben,N/A,N/A,N/A,N/A,Nomad,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A lively and amused account of an artilleryman in France during WWI.,Artilleryman,N/A,N/A,N/A,N/A
ASTLEY,Sir John,N/A,N/A,N/A,N/A,Fifty Years of My Life,1894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Eton and Oxford; career in the army; Crimean War; M.P. for N.Lines; social life and sport at home and abroad; racing; hunting.,Military; Member of Parliament,N/A,N/A,N/A,N/A
ASTON,Anthony,N/A,N/A,N/A,N/A,The Fool's Opera,1730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography in preface; the breezy and brief chronicle of actor's many jobs in many countries; possibly fictional.,Actor,N/A,N/A,N/A,N/A
ASTON,Sir George Grey,N/A,N/A,N/A,N/A,Memories of a Marine; Secret Service,1919; 1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Woolwich and Greenwich; Boer War; intelligence work for Navy; WWI; Staff College; Camberley; educational, staff work; anecdotes.",Navy; Educator,N/A,N/A,N/A,N/A
ASTON,Walter H.,N/A,N/A,N/A,N/A,Nor Iron Bars,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adventures of three prisoners of war in WWII; Dunkirk; captivity and escape; war conditions in France.,Prisoner of War,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,At the Front,1914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal narrative of a soldier in the Crimean War and Indian Mutiny.,Soldier,N/A,N/A,N/A,N/A
ATALL,John,N/A,N/A,N/A,N/A,The Adventures of an Author,1767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Legal training & career in London; love, politics, debts; his life in Jamaica; his partnership with a Polish Jew; odd jobs; his success as a religious writer.",Author; Lawyer,N/A,N/A,N/A,N/A
ATHERLEY-JONES,Llewellyn Archer,N/A,N/A,N/A,N/A,Looking Back,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Manchester School Chartism; legal career; Liberal politics and reform; Home Rule; Member of Parliament; Judge of City of London; varied career; reminiscences of Lloyd George, Parnell, etc.",Politician; Judge,N/A,N/A,N/A,N/A
BAINERIDGE,Henry Charles,N/A,N/A,N/A,N/A,Twice Seven,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and adventures in Russia before St. Petersburg; Corvo.,N/A,N/A,N/A,N/A,N/A
BAIRNSFATHER,Bruce,N/A,N/A,N/A,N/A,Wide Canvas,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career of cartoonist; creation of Old Bill; Churchill and celebrities.,Cartoonist,N/A,N/A,N/A,N/A
BACKHOUSE,Hugo,N/A,N/A,N/A,N/A,Among the Gaucho,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences in South America, from the time he left home as a boy; ranch work, cattle, sport in Argentina, etc. and gaucho life and ways.",N/A,N/A,N/A,N/A,N/A
BACON,Capt. Alban F.,N/A,N/A,N/A,N/A,L. Wanderings,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Territorials in WWI; service in France, Egypt, Palestine; good unglamorized picture of war.",Captain; Territorial Army,N/A,N/A,N/A,N/A
BACON,Gertrude,N/A,N/A,N/A,N/A,Memories,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lively record of pioneer flying; WWI; adventures as a journalist; travels as a lecturer.,Journalist; Lecturer,N/A,N/A,N/A,N/A
BACON,John Francis,N/A,N/A,N/A,N/A,Ears,1838,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences at sieges of Bilbao and in Carlist war, 1830-37.",N/A,N/A,N/A,N/A,N/A
BACON,John Mackenzie,N/A,N/A,N/A,N/A,Record of an Aeronaut,1907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First part autobiography of boyhood in Berkshire village; reminiscences of Tom Hughes.,N/A,N/A,N/A,N/A,N/A
BADCOCK,Lt.Col. George H.,N/A,N/A,N/A,N/A,Tell Him,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography of a dog trainer; army reminiscences.,Lieutenant Colonel; Dog Trainer,N/A,N/A,N/A,N/A
BADCOCK,Lt.Col. Lovell,N/A,N/A,N/A,N/A,Rough Leave,1835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military observer in Portugal and Spain during civil war 1832-34; an account of war and travel.,Lieutenant Colonel; Military Observer,N/A,N/A,N/A,N/A
BADDELEY,John Frederick,N/A,N/A,N/A,N/A,Russia in the Eighties,1921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Special correspondent for 'Standard' 1879-93; sport and political.,Correspondent,N/A,N/A,N/A,N/A
BAKER-CARR,Christopher d'Arcy,N/A,N/A,N/A,N/A,From Chauffeur to Brigadier,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Machine gunner and tanks in France, WWI.",Brigadier; Chauffeur,N/A,N/A,N/A,N/A
BALDRY,George,N/A,N/A,N/A,N/A,The Rabbit Sin C:,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography of country laborer in Norfolk 1869 to 1922; Norfolk dialect.,Laborer,N/A,N/A,N/A,N/A
BALDWIN,Monica,N/A,N/A,N/A,N/A,Over the Wall,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences, impressions, and emotions in the outside world after 28 years in a nunnery; service in WWII and Stanley Baldwin; very sensitive writing.",N/A,N/A,N/A,N/A,N/A
BALDWIN,Oliver,N/A,N/A,N/A,N/A,Six on Questing Beast,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Eton; criticism of schools; socialist; Armenian & Bolshevik revolutions; and his adventures in Anatolia, etc.; labor politics.",Socialist,N/A,N/A,N/A,N/A
BALDWIN,William Charles,N/A,N/A,N/A,N/A,African Hunting,1863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travels in unexplored Africa from Natal to the Zambesi from 1852; hunting and adventures; natives and their ways.,Hunter; Adventurer,N/A,N/A,N/A,N/A
BALFOUR,Arthur James 1st Earl of,N/A,N/A,N/A,N/A,Chapters of Autobiography,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Eton; bridge; philosophical studies; entry into politics; Parliamentary career; Disraeli, Gladstone, Reform; WWI; society; important.",Earl; Politician,N/A,N/A,N/A,N/A
BALFOUR,Lady Frances,N/A,N/A,N/A,N/A,Ne Obliviscaris,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Public and political life and society, 1880-1900.",N/A,N/A,N/A,N/A,N/A
BALFOUR,Harold Harrington,N/A,N/A,N/A,N/A,Admiral Marches,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flying in WWI; journalism for 'Daily Mail'; Conservative politics; 1914-32.,Admiral; Journalist; Politician,N/A,N/A,N/A,N/A
BALFOUR,Jabez Spencer,N/A,N/A,N/A,N/A,My Prison Life,1907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parkhurst and Portland; routine; the physical & psychological effects; suggestions for reform.,N/A,N/A,N/A,N/A,N/A
BALL,Derrick,N/A,N/A,N/A,N/A,Bungalow by the Beach,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences of himself and his wife while living on the Caribbean island of Grenada; domestic life in tropics, & travels Europe and USA.",N/A,N/A,N/A,N/A,N/A
BAKER,Daniel,N/A,N/A,N/A,N/A,"Autobiography, 1690-1705",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,God's providences; escapes; often violent or amusing.,N/A,N/A,N/A,N/A,N/A
BAKER,George,N/A,N/A,N/A,N/A,Soul of a Skunk,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somewhat smug apologia of conscientious objector in WWI; Wormwood Scrubs; public attitude.,Conscientious Objector,N/A,N/A,N/A,N/A
BAKER,Sir Herbert,N/A,N/A,N/A,N/A,Architecture and Personalities,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Kentish boyhood; architectural work from 1885; churches, public buildings & monuments; London, S. Africa, India, USA.",Architect,N/A,N/A,N/A,N/A
BAKER,John,N/A,N/A,Yorke,Philip C.,Diary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family and social life in Sussex and London; work as Solicitor-General of Leeward Isles; personal and social life; detailed and lively.,Solicitor-General,N/A,N/A,N/A,N/A
BAKER,Richard St. Barbe,N/A,N/A,N/A,N/A,It Trees,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career and travels of a silviculturist.,Silviculturist,N/A,N/A,N/A,N/A
BAKER,Sir Samuel White,N/A,N/A,N/A,N/A,Wanderings in Ceylon,1855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"The work of Eight Years and problems of a planter, from 1845; native life and labour; social life & hunting.",Planter,N/A,N/A,N/A,N/A
BAKER,Silvia,N/A,N/A,N/A,N/A,Journey to Yesterday,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Alone and painter's travels from 1938; Mediterranean, West Indies, India, South Seas; childhood, stage training, zoo painter; life in Chelsea; her search for pre-industrial scenes.",Painter,N/A,N/A,N/A,N/A
BAKER,Sir Thomas,N/A,N/A,N/A,N/A,Autobiographical Jottings of Lord Mayor of Manchester,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lord Mayor,N/A,N/A,N/A,N/A
BAKER,Thomas,N/A,N/A,N/A,N/A,Battling Life,1885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Civil service career; Health Department; Royal Sanitary Commission; inspection and public health work; travels and work in India.,Civil Servant,N/A,N/A,N/A,N/A
BALL,Sir Robert S.,N/A,N/A,N/A,N/A,Reminiscences,1915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Irish childhood; Trinity; Irish social life; mathematics & astronomy; professor at Royal College Science and at Cambridge.,Professor,N/A,N/A,N/A,N/A
BALL,Valentine,N/A,N/A,N/A,N/A,Jungle Life in India,1880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Irregular journal kept by a geologist, 1864-78; Indian life and natural history; hunting; scientific observations; detailed.",Geologist,N/A,N/A,N/A,N/A
BALLANTINE,William,N/A,N/A,N/A,N/A,Some Old World and the New,1882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Law studies; legal career and cases; Sergeant-at-Law; lawyers, writers, and clubs; Garrick Club; London social life.",Lawyer,N/A,N/A,N/A,N/A
BALLANTYNE,Robert Michael,N/A,N/A,N/A,N/A,Personal Reminiscences,1893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences in lighthouse, fire brigade, mines; travels and adventures; moral reflection; gathering materials for his books for boys.",Author,N/A,N/A,N/A,N/A
BALLARD,Philip Boswood,N/A,N/A,N/A,N/A,Cannot Forget,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education; work as school inspector; Wales and London; career, travels, writings; reminiscences of schools, teachers, etc.",School Inspector,N/A,N/A,N/A,N/A
BAMBERGER,Louis (Sir),N/A,N/A,N/A,N/A,Memories (1929),1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career; timber and pianoforte trades, London; memories of London social life, business men, etc.; interesting.",Sir; timber and pianoforte trader,N/A,N/A,N/A,N/A
BAMFIELD,Joseph (Col.),N/A,N/A,N/A,N/A,Apology (The Hague? 1685),1685,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Royalist commander during reign of Charles I; experience in Civil Wars.,Colonel; Royalist commander,N/A,N/A,N/A,N/A
BAMFORD,Samuel,N/A,N/A,N/A,N/A,Passages in the (1844); Early Days (1859),1859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education; middle-class life in Lancashire; weaving; Corn Law riots; work as agitator, poet & journalist; imprisonment; life of a radical; good.",Agitator; poet; journalist,N/A,N/A,N/A,N/A
BAMPTON,C.F.L.,N/A,N/A,N/A,N/A,Life of Adventure (1883),1883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travels in various parts of the world, including Australia and New Zealand.",N/A,N/A,N/A,N/A,N/A
BANCROFT,George Pleydell,N/A,N/A,N/A,N/A,Bar (1939),1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Legal studies; clerk of assize; anecdotes of lawyers and judges; and intimate reminiscences of Victorian theatre and players.,Clerk of assize,N/A,N/A,N/A,N/A
BANCROFT,Squire (Sir),N/A,N/A,N/A,N/A,The Bancrofts (L. 1888); Empty Chairs (1925),1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Their careers and roles on the stage; plays, playwrights, actors and the theatrical scene; social life and friendship with Dickens and others of the Eminent Victorians; good.",Actor,N/A,N/A,N/A,N/A
BANDERAS,N/A,N/A,N/A,N/A,N/A,South America,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Social life, sport, hunting.",N/A,N/A,N/A,N/A,N/A
BANGS,Benjamin,N/A,N/A,N/A,N/A,Memoirs (1757),1757,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A Quaker life and ministry at Stockport and through England, later 17th & earlier 18th Century.",Quaker,N/A,N/A,N/A,N/A
BANKES,James,N/A,N/A,N/A,N/A,"Memoranda Book (Inverness, 1935)",1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Estate work on Lancashire manor near Wigan, 1586-1617; family life; dialect.",Estate worker,N/A,N/A,N/A,N/A
BANKES,Viola,N/A,N/A,N/A,N/A,Why Not? (1934),1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,An author's life in country; literary society in London.,Author,N/A,N/A,N/A,N/A
BANKS,John,N/A,N/A,N/A,N/A,Jo the Life (L. 1712),1712,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Quaker's education; conversion, ministry, travels through England and Ireland; sufferings.",Quaker; minister,N/A,N/A,N/A,N/A
BANKS,Sir Joseph,N/A,N/A,Hooker,Sir J. D.,Jo ed. Sir J. D. Hooker (1896),1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Scientific work & travel experiences during Cook's first voyage in the Endeavour, 1768-71; South Seas, Australasia, East Indies.",Sir; scientist,N/A,N/A,N/A,N/A
BARBER,Charles H. (Maj.),N/A,N/A,N/A,N/A,Besieged Kut (1917),1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military experiences Wl; siege of Kut; capture; prison life in Bagdad; exchange.,Major,N/A,N/A,N/A,N/A
BARBER,Donald Herbert,N/A,N/A,N/A,N/A,Iwe Yoaps (1947),1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bank clerk; free lance writer and editor; journalist's life.,Bank clerk; freelance writer; journalist,N/A,N/A,N/A,N/A
BARBER,James Henry,N/A,N/A,N/A,N/A,"A (Sheffield, ) Boyhood and education in Yorkshire",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Quaker life; USA, West Indies; work in banking; 1820-45.",Banker; Quaker,N/A,N/A,N/A,N/A
BARBER,Mrs. M.,N/A,N/A,N/A,N/A,"Score and T (Crewkerne, 1840)",1840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dictated; long life of poverty and sufferings; a servant; life of poor in Ireland; family.,Servant,N/A,N/A,N/A,N/A
BARBICAN,James,N/A,N/A,N/A,N/A,Confessions (1927),1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"English airman turned rum-runner; the USA during prohibition; adventures in trade, life.",Airman; rum-runner,N/A,N/A,N/A,N/A
BARCLAY,Thomas,N/A,N/A,N/A,N/A,Thirty Year (1914),1914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Times correspondent in France 1876-1906; politics; diplomacy; society.,Times correspondent,N/A,N/A,N/A,N/A
BARCLAY,Thomas Patrick,N/A,N/A,N/A,N/A,"Memoirs and Medleys (Leicester, 1934)",1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bottlewasher; working-class life; socialism; his reading; friendship with Shaw.,Bottle-washer; socialist,N/A,N/A,N/A,N/A
BARCROFT,John,N/A,N/A,N/A,N/A,"Brief Narrative (Dublin, 1730)",1730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quaker autobiography; Irish travels and social conditions; his ministry in Ireland.,Quaker; minister,N/A,N/A,N/A,N/A
BARD,Samuel A. (pseud),N/A,N/A,N/A,N/A,On the Mosquito Shore (1856),1856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travels and adventures in British Honduras; & details of native life.,Traveler; adventurer,N/A,N/A,N/A,N/A
BARHAM,Francis,N/A,N/A,N/A,N/A,A List (1840),1840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Author's life; religion and morals; interesting record of a crank in 18th Century.,Author,N/A,N/A,N/A,N/A
BARING,Francis Thornhill (Sir),N/A,N/A,N/A,N/A,"Journals and Correspondence (Winchester, 1905)",1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Winchester; Oxford; liberal politics; Parliamentary and governmental career, 1808-1852; literature; Reform Bill; penny postage.",Sir; politician,N/A,N/A,N/A,N/A
BARING,Maurice,N/A,N/A,N/A,N/A,Puppet Show (1922),1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood; fiction; writing and journalism; travels in Russia and Balkans; a pleasant record of 30 years.,Author; journalist,N/A,N/A,N/A,N/A
BARING-GOULD,Sabine,N/A,N/A,N/A,N/A,Early Reminiscences (1923); Further Reminiscence: 1925,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Devonshire parson; religious, social, country life, antiquarianism, folklore, teaching, writings; rise of new ideas; travel abroad; good.",Parson,N/A,N/A,N/A,N/A
BARKE,James,N/A,N/A,N/A,N/A,Green Hills (L. 1940),1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood in Scotland; school, country and sport; WWI service; life in Glasgow; far-off days.",N/A,N/A,N/A,N/A,N/A
BARKER,Albert,N/A,N/A,N/A,N/A,Memories (1921),1921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WWI experiences of a sapper in Macedonia; naive and simple.,Sapper,N/A,N/A,N/A,N/A
BARKER,Ernest (Sir),N/A,N/A,N/A,N/A,Father of the Man (1949),1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cheshire upbringing; village life and schooling; Grammar School; Balliol; his education and his debt to teachers.,Sir; educator,N/A,N/A,N/A,N/A
BARKER,Fred Drummond,N/A,N/A,N/A,N/A,Angler's Papadige (1929),1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reminiscences of twenty years' fishing in West Ireland.,N/A,N/A,N/A,N/A,N/A
BARKER,George M.,N/A,N/A,N/A,N/A,"Life in Assam (Calcutta, 1884)",1884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The everyday life and work of a planter; labor conditions; domestic life; natural history; government policies.,Planter,N/A,N/A,N/A,N/A
BARKER,Sir Herbert A.,N/A,N/A,N/A,N/A,My Life (1927),1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Struggles and success as manipulative surgeon in Manchester and London; fight with General Medical Council for recognition.,Sir; surgeon,N/A,N/A,N/A,N/A
BARKER,J. Ellis,N/A,N/A,N/A,N/A,My Testament of Healing (1939),1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as homeopathic practitioner; cases; a defence of his beliefs.,Homeopathic practitioner,N/A,N/A,N/A,N/A
BARKER,James P.,N/A,N/A,N/A,N/A,Log of a Juicer (1933),1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dictated; boyhood; apprentice to sea; life in sailing vessels; voyages around Cape Horn; yarns.,Seafarer; apprentice,N/A,N/A,N/A,N/A
BARKER,Joseph,N/A,N/A,N/A,N/A,History and Confessions (1846); Life (1880),1880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yorkshireman's self-education; teetotalism and ministry; Barkerite movement in England and USA: free thought; joins the secularists.,Minister; activist,N/A,N/A,N/A,N/A
BARKER,Matthew Henry,N/A,N/A,N/A,N/A,Floating Remembrances (1854),1854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service in British navy; people and incidents; his share in capturing a deserter.,Navy personnel,N/A,N/A,N/A,N/A
BARKER,Robert,N/A,N/A,N/A,N/A,Genuine Life (1809),1809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lancashire childhood; in shipbuilding; his voyages as carpenter to Africa and Antigua on slavers; loss of sight; his dreams; religion; writings.,Carpenter; writer,N/A,N/A,N/A,N/A
BARLOW,Richard Gorton,N/A,N/A,N/A,N/A,"Forty Seasons (Manchester, 1908)",1908,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career and games of Lancashire cricketer; work as coach and umpire; Australian tours.,Cricketer; coach; umpire,N/A,N/A,N/A,N/A
