author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Bickerdyke,Mary Ann,N/A,N/A,Chase,Julia A.,Memories of my life.,1907,N/A,N/A,D. Appleton,N.Y.,456 p.,N/A,N/A,N/A,N/A,A French actress who played often in the U.S.,Actress,1844,1923,N/A,N/A
Berry,James Henderson,N/A,N/A,N/A,N/A,An autobiography...,1913,N/A,N/A,Democrat printing co.,Bentonville,24 p.,N/A,N/A,N/A,N/A,"After serving in the Confederate army, the author turned to law and politics.",Politician,1841,1913,N/A,N/A
Bierce,Ambrose Gwinett,N/A,N/A,N/A,N/A,Collected works.,N/A,1909,Vol. 1,N.Y.,N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1842,N/A,N/A,N/A
Bidwell,George,N/A,N/A,N/A,N/A,Experiences of a violinist at home and abroad.,1921,N/A,N/A,Manchester pr. co.,Pittsburgh,77 p.,N/A,N/A,N/A,N/A,N/A,"Violinist, music teacher",1865,N/A,N/A,N/A
Bingham,Anna E.,Black,Jack,N/A,N/A,All in a lifetime. . .,1858,1942,N/A,Priv. pr.,N.J.,354 p.,N/A,N/A,N/A,N/A,Account by a fur trapper and Indian relations man chiefly in the middle Atlantic region.,Business executive and public firefighter.,N/A,N/A,N/A,N/A
Bishop,Josiah Goodman,N/A,N/A,N/A,N/A,Autobiography.,N/A,1922,N/A,N/A,N/A,191 p.,N/A,N/A,N/A,N/A,Reminiscences of sixteen years on a Kansas farm.,Clergyman in the Christian Church.,1833,1922,N/A,"Missouri, Iowa and New York"
Bishop,Sereno Edwards,N/A,N/A,N/A,N/A,N/A,N/A,1909,N/A,Hawaiian gazette co.,Honolulu,64 p.,N/A,N/A,N/A,N/A,Recollections of the first thirteen years of his life.,N/A,1827,1909,N/A,N/A
Bingham,Hiram,N/A,N/A,N/A,N/A,Reminiscences of old years of his life.,1920,N/A,N/A,Yale univ. press,New Haven,260 p.,N/A,N/A,N/A,N/A,By the son of a missionary.,An explorer in the air service.,1875,N/A,N/A,N/A
Binns,John,Bittle,Celestine Nicholas Charles,N/A,N/A,Recollections of the life of John Binns: twenty-nine years in Europe and fifty-three in the United States.,1854,1929,N/A,Printed and for sale by the author,Philadelphia,349 p.,N/A,N/A,N/A,N/A,Impressions of a war chaplain.,Catholic priest who served as chaplain.,1772,1860,N/A,N/A
Bivins,David Francis,N/A,N/A,N/A,N/A,Sketch of the life of David Francis Bivins who murdered...,1865,N/A,N/A,Adrian,Mich.,40 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,1842,N/A,N/A,N/A
Birch,Chess,N/A,N/A,N/A,N/A,"Reminiscences of Chess Birch, the musical evangelist.",1891,N/A,N/A,Standard pr. co.,"Hannibal, Mo.",138 p.,N/A,N/A,N/A,N/A,N/A,Musical evangelist.,N/A,N/A,N/A,"Texas, Louisiana"
Black,Alexander,N/A,N/A,N/A,N/A,Time and chance; adventures with people and print.,1937,N/A,N/A,Farrar & Rinehart,N.Y.,338 p.,N/A,N/A,N/A,N/A,Recollections of a newspaper reporter.,New York newspaper man and novelist.,1859,1940,N/A,N/A
Black,Jack,N/A,N/A,N/A,N/A,The big break at Folsom. . .with a sequel by the same author out of prison.,1903,N/A,N/A,The Bulletin,San Francisco,71 p.,YES,N/A,N/A,N/A,"The story of his early career as a thief, and of his unsuccessful attempt to escape from Folsom.",Unitarian minister.,N/A,N/A,England,N/A
Black,Samuel,N/A,N/A,N/A,N/A,A soldier’s recollections of the Civil war.,1911,N/A,N/A,Minco minstrel,Minco,117 p.,N/A,N/A,N/A,N/A,Mind of a Union army soldier.,Minister.,N/A,N/A,N/A,N/A
Blanchard,Charles Albert,N/A,N/A,N/A,N/A,God's estimate of man. . .,1915,N/A,N/A,"M. E. Church, South",Nashville,204 p.,N/A,N/A,N/A,N/A,N/A,Methodist clergyman.,b. 1848,N/A,N/A,Mississippi
Bliss,Theodore,Boggess,N/A,N/A,N/A,My sixty years in show business; a chronicle of the American bookseller.,1941,N/A,N/A,Theodore Bliss,N.p.,92 p.,NO,N/A,NO,N/A,N/A,"publisher, bookseller",1874,1934,N/A,N/A
Blitz,Antonio,N/A,N/A,N/A,N/A,"Fifty years in the magic circle; being an account of the author’s professional life; his wonderful tricks and feats; with laughable incidents, and adventures as a magician, necromancer, and ventriloquist.",1936,N/A,N/A,Frederick C. Osberg,N.Y.,336 p.,NO,N/A,NO,N/A,A detailed account of a magician's life and tricks.,"magician, necromancer, ventriloquist",1810,1877,N/A,N/A
Blythe,Samuel G.,N/A,N/A,N/A,N/A,Making of a newspaperman.,N/A,1912,N/A,H. Altemus,Philadelphia,230 p.,NO,N/A,NO,N/A,N/A,reporter,N/A,N/A,N/A,N/A
Block,George M.,N/A,N/A,N/A,N/A,Small town newspaper memories.,N/A,N/A,N/A,Mound City press,St. Louis,63 p.,NO,N/A,NO,N/A,N/A,N/A,1861,N/A,N/A,Wisconsin
Bloodgood,James Henry,N/A,N/A,N/A,N/A,Sailor Jim.,1941,N/A,N/A,Empire letter and pr. co.,Tampa,156 p.,NO,N/A,NO,N/A,N/A,Merchant sailor,1853,N/A,N/A,Nebraska
Boehm,Henry,N/A,N/A,N/A,N/A,A victim of infantile paralysis who became a successful merchant.,N/A,N/A,N/A,N.Y.,Nelson & Phillips,587 p.,NO,N/A,NO,N/A,The story of someone overcoming difficulties to achieve success.,merchant,1775,1875,N/A,N/A
Bloor,Charles Phillip,N/A,N/A,N/A,N/A,A different story in the history of life.,1933,N/A,N/A,Meador,Boston,144 p.,NO,N/A,NO,N/A,N/A,Methodist clergyman,1894,N/A,N/A,"Pennsylvania, New York, Maryland"
Blumenfeld,Ralph David,N/A,N/A,N/A,N/A,Sidney’s own story: the author in America became a social service worker in Ohio.,1944,N/A,N/A,Hutchinson,London,116 p.,NO,N/A,NO,N/A,A history of a delinquent career.,social service worker,1864,N/A,Russia,N/A
Bolton,Mrs. Sarah (Knowles),N/A,N/A,N/A,N/A,Military reminiscences.,1913,N/A,N/A,Trinity college historical society,Durham,115 p.,NO,N/A,NO,N/A,N/A,N/A,1841,1916,N/A,N/A
Boucher,Jonathan,N/A,N/A,Bouchier,Jonathan,"Reminiscences of an American loyalist, 1738-1789.",1925,N/A,N/A,Houghton Mifflin,N.Y.,201 p.,N/A,N/A,N/A,N/A,"Personal reminiscences of a Maryland soldier in the War between the states, 1861 — 1865.",Confederate soldier,1737/38,1804,N/A,N/A
Borgenicht,Louis,Friedman,Harold,N/A,N/A,The happiest man; the life of Louis Borgenicht as told to Harold Friedman.,1942,N/A,N/A,G. P. Putnam’s,N.Y.,414 p.,YES,Harold Friedman,N/A,N/A,Italian born priest who became a Catholic missionary in Kansas.,"Priest, missionary",N/A,N/A,Italy,N/A
Bononcini,Eugene,N/A,N/A,N/A,N/A,Heyday in a vanished world.,1937,N/A,N/A,W. W. Norton,N.Y.,445 p.,N/A,N/A,N/A,N/A,"This Galician-born Jew tells of his rise in the infants' and children's wear industry, also of his earlier career in Galicia and as a foreign correspondent in the Balkans, Asia, and Africa.","Businessman, correspondent",1865,N/A,Galicia,N/A
Booth,Ernest,N/A,N/A,N/A,N/A,A life with men and books.,1939,N/A,N/A,H. W. Wilson,N.Y.,358 p.,N/A,N/A,N/A,N/A,"Observations and experiences of a teacher in New Jersey, librarian in St. Louis, and editor.","Teacher, librarian, editor",N/A,N/A,N/A,N/A
Thief,N/A,N/A,N/A,N/A,N/A,Box-car Bertha.,1937,N/A,N/A,Gold Label books,N.Y.,314 p.,YES,Ben L. Reitman,N/A,N/A,"A narrative about the life experiences of a blind man, as told by the blind man.",N/A,N/A,N/A,N/A,N/A
Bradford,Ward,N/A,N/A,Lewis,William S.,Biographical sketches,1924,N/A,N/A,Univ. of Washington press,Seattle,23 p.,N/A,N/A,N/A,N/A,Biographical sketches from various individuals.,"Farmer, miner and merchant, land speculator",1809,N/A,England,"Oregon, Idaho"
Boyd,Mrs. Orsemus Bronson,N/A,N/A,N/A,N/A,Cavalry life in tent and field,1894,N/A,N/A,J. Selwin Tait,N.Y.,376 p.,N/A,N/A,N/A,N/A,A memoir describing experiences of life in the cavalry.,The wife of a cavalry officer.,N/A,N/A,N/A,"Iowa, Missouri, California"
Bradford,Mary D.,N/A,N/A,N/A,N/A,Memoirs,1933,N/A,N/A,Antes press,"Evansville, Wis.",521 p.,N/A,N/A,N/A,N/A,Memoirs recounting personal experiences.,Showman.,N/A,N/A,N/A,"Kenosha, Wis."
Braley,Berton,N/A,N/A,N/A,N/A,Pegasus pulls a hack; memoirs of a modern minstrel,1934,N/A,N/A,"Minton, Balch",N.Y.,329 p.,N/A,N/A,N/A,N/A,Memoirs of a minstrel and newspaper man.,Newspaper man and free-lance writer.,1882,N/A,N/A,"Montana, New York"
Brady,Cyrus Townsend,N/A,N/A,N/A,N/A,Recollections of a missionary in the great west,1900,N/A,N/A,Scribner’s,N.Y.,200 p.,N/A,N/A,N/A,N/A,Recollections detailing missionary work and experiences.,"Missionary, Episcopal clergyman.",1861,1920,N/A,"Missouri, Colorado, Kansas"
Brackett,Albert G.,N/A,N/A,N/A,N/A,A spiritual account,1854,N/A,N/A,H. W. Derby,Cine.,335 p.,N/A,N/A,N/A,N/A,Spiritual experiences and accounts.,Volunteer officer in the Mexican War.,N/A,N/A,N/A,N/A
Brake,Hezekiah,N/A,N/A,N/A,N/A,On two continents,1896,N/A,N/A,The author,Topeka,240 p.,N/A,N/A,N/A,N/A,Experiences of a farmer and rancher across continents.,Farmer and rancher.,1814,N/A,England,"New Mexico, Kansas, Minnesota"
Breed,J. Howard,N/A,N/A,N/A,N/A,A narrative. . .Norristown: 1932.,1932,N/A,N/A,N/A,N/A,23 p.,N/A,N/A,N/A,N/A,N/A,Lutheran minister in Iowa.,1849,N/A,N/A,N/A
Brekhus,Edward,N/A,N/A,N/A,N/A,Edward Brekhus. . .Minneapolis: 1897.,1897,N/A,N/A,N/A,N/A,28 p.,N/A,N/A,N/A,N/A,Lutheran lay preacher in Minnesota beginning with 1890. The author was born in Norway.,N/A,1872,1921,Norway,N/A
Bridge,Norman,N/A,N/A,N/A,N/A,"The marching years. N.Y.: Duffield, 1920.",1920,N/A,N/A,Duffield,New York,292 p.,N/A,N/A,N/A,N/A,Editor and publisher of medical journals. Chicago physician.,"Physician, Editor",N/A,N/A,N/A,N/A
Bridgman,Helen,N/A,N/A,N/A,N/A,"Within my horizon. Boston: Small, Maynard co., 1920.",1920,N/A,N/A,"Small, Maynard co.",Boston,262 p.,N/A,N/A,N/A,N/A,Peoples and places seen by a woman journalist; literary and social life of New York.,Journalist,1855,1935,N/A,N/A
Briggs,Caroline Clapp,N/A,N/A,N/A,N/A,"Memoirs of the war between the states. New Orleans: Fontana, 1940.",1895,1940,N/A,Fontana,New Orleans,238 p.,N/A,N/A,N/A,N/A,Reminiscences and letters. Louisiana lawyer moves to California in 1850 and becomes member of the legislature.,Lawyer,1822,N/A,N/A,California
Briggs,Edward Page,N/A,N/A,N/A,N/A,"Fifty years on the road. Phila.: Lyon & Armor, 19U.",N/A,N/A,N/A,Lyon & Armor,Philadelphia,147 p.,N/A,N/A,N/A,N/A,New York travelling salesman (hardware) in the south and west to Missouri.,Salesman,1839,N/A,N/A,N/A
Brereton,Robert Mailland,N/A,N/A,N/A,N/A,"Reminiscences of an old English civil engineer, 1858 —",1858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Civil War experiences. Missouri farmer and stock raiser.,"Civil Engineer, Farmer, Stock Raiser",1834,N/A,N/A,N/A
Brinkerhoff,Roeliff,N/A,N/A,N/A,N/A,"Recollections of a life-time. Cine.: Robert Clarke co., 1900.",1900,N/A,N/A,Robert Clarke co.,Cincinnati,448 p.,N/A,N/A,N/A,N/A,"Ohio lawyer, banker, penologist. Officer with the Northern forces during the Civil War.","Lawyer, Banker, Penologist",1828,1911,N/A,N/A
Brinton,John Hill,N/A,N/A,N/A,N/A,"Personal memoirs of John H. Brinton. . .N.Y.: Neale, 1914.",1914,N/A,N/A,Neale,New York,361 p.,N/A,N/A,N/A,N/A,Surgeon in the Union army.,Surgeon,1832,1907,N/A,N/A
Brisbane,Albert,N/A,N/A,N/A,N/A,"Albert Brisbane: a mental biography. . .Boston: Arena, 1893.",1893,N/A,N/A,Arena,Boston,377 p.,N/A,N/A,N/A,N/A,"Author, lecturer, social reformer, chiefly in New York.","Lecturer, Social Reformer",1809,1890,N/A,New York
Brooks,Virginia,Brown,Ebeneezer,N/A,N/A,My battles with vice.,N/A,N/A,N/A,N.Y.: DLC.,N.Y.,12 p.,N/A,N/A,N/A,N/A,N/A,Farmer in Pennsylvania,1886,N/A,N/A,N/A
Brown,Azariah,N/A,N/A,N/A,N/A,A life sketch of King Azariah Brown.,1915,N/A,N/A,Published by the author,"Macaulay, N.Y.",248 p.,N/A,N/A,N/A,N/A,N/A,Crusader against vice in Chicago area.,N/A,N/A,N/A,N/A
Brooks,Walter,N/A,N/A,N/A,N/A,A child and a boy.,N/A,N/A,N/A,N.Y.: DLC.,N.Y.,N/A,N/A,N/A,N/A,N/A,Negro itinerant preacher in New York.,N/A,1856,1933,N/A,N/A
Brown,Belle,Scott,N/A,N/A,N/A,Grandmother Belle remembers.,1915,1941,N/A,Brentano’s,N.Y.,127 p.,N/A,N/A,N/A,N/A,"Story of youthful days, evidently in New England.",N/A,N/A,N/A,N/A,San Antonio
Brown,William Myron,N/A,N/A,N/A,N/A,On a Texas ranch.,N/A,N/A,N/A,N.Y.: DLC.,N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1835,N/A,N/A,N/A
Brown,Benjamin,N/A,N/A,N/A,N/A,"Glimpses of four score years. Testimonies for the truth: a record of manifestations of the power of God, miraculous and providential, witnessed in the travels and experience of Benjamin Brown, high priest in the Church of Jesus Christ of Latter-Day Saints.",1915,N/A,N/A,Los Angeles: CSmH.,Los Angeles,59 p.,N/A,N/A,N/A,N/A,N/A,Founder of the Tabor Literary Institute.,1794,N/A,N/A,N/A
Brotherhead,William,N/A,N/A,N/A,N/A,Forty years among the old booksellers at Philadelphia.,1891,N/A,N/A,Phila.: A. P. Brotherhead.,Philadelphia,32 p.,N/A,N/A,N/A,N/A,"Experiences of a Mormon elder in New Brunswick, Nauvoo, and Utah, until his departure on a mission to England.",Bookseller.,N/A,N/A,N/A,N/A
Brougham,John,N/A,N/A,N/A,N/A,"Life, stories and poems of John Brougham.",1881,N/A,N/A,Boston: James Osgood.,Boston,461 p.,N/A,N/A,N/A,N/A,Pages 15-62 contain a fragmentary autobiography of his life in Ireland.,N/A,1810,1880,N/A,N/A
Brown,Burdette Boardman,N/A,N/A,N/A,N/A,Autobiographical notes.,1906,N/A,N/A,"Schoolcraft, Mich.: N/A.","Schoolcraft, Mich.",56 p.,N/A,N/A,N/A,N/A,Later experiences as a New York actor and playwright summarized.,"Actor and playwright, active in charitable work.",1871,N/A,N/A,N/A
Brown,Charles E.,N/A,N/A,N/A,N/A,"Personal recollections, 1813 — 1893.",1912,N/A,N/A,N.Y.: Neale.,N.Y.,247 p.,N/A,Thomas C. Brown,N/A,N/A,Pages 3 — 11 contain his experiences up to 1885. Teacher of mathematics in southern colleges.,Teacher of mathematics.,1813,1901,N/A,N/A
Brown,Charles P.,N/A,N/A,N/A,N/A,The life story of a Boomer railroad man.,N/A,1929,N/A,"Whittier, Calif.: priv. pr.","Whittier, Calif.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brower,Charles D.,N/A,N/A,N/A,N/A,Fifty years below zero.,1942,N/A,N/A,"N.Y.: Dodd, Mead.",N.Y.,310 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,1863,N/A,N/A,N/A
Brown,Charles Reynolds,N/A,N/A,N/A,N/A,My own yesterdays.,N/A,1936,N/A,N.Y.: Century.,N.Y.,332 p.,N/A,N/A,N/A,N/A,"Whaler, hunter, trader in the Arctic Circle in Alaska.",N/A,N/A,N/A,N/A,California
Brown,Allen Henry,N/A,N/A,N/A,N/A,A pioneer of southern New Jersey.,1901,N/A,N/A,"Phila.: Allen, Lane & Scott.",Philadelphia,233 p.,N/A,N/A,N/A,N/A,N/A,"Congregational clergyman, later Dean of the Divinity School at Yale.",1820,N/A,N/A,Connecticut and New York
Brown,Alonzo F.,N/A,N/A,N/A,N/A,Autobiographical notes.,1906,N/A,N/A,"Schoolcraft, Mich.: N/A.","Schoolcraft, Mich.",56 p.,N/A,N/A,N/A,N/A,"Farmer, freighter, rancher, merchant in Oregon.",Farmer.,1836,N/A,N/A,New England
Brown,Andrew,N/A,N/A,N/A,N/A,My ditty bag.,1925,N/A,N/A,"Boston: Small, Maynard.",Boston,282 p.,N/A,N/A,N/A,N/A,"Merchant in Boston, Mass, and N.Y.",Merchant.,1748,1813,N/A,Boston
Brown,Charles William,N/A,N/A,N/A,N/A,A letter concerning family history.,1860,N/A,N/A,Albany: J. Munsell.,Albany,N/A,N/A,N/A,N/A,N/A,"Being a series of chapters in which are related the writer’s many personal experiences, during fifty years of life in the oil frontier.","Michigan farmer, banker and politician.",1858,N/A,N/A,N/A
Brown,Elijah P.,N/A,N/A,N/A,N/A,From nowhere to Beulahland.,N/A,N/A,N/A,n.d.,San Francisco:,27 p.,N/A,N/A,N/A,N/A,Record of his conversion.,"Mining engineer, metallurgist.",1842,N/A,N/A,"California, Nevada, Montana"
Brown,Kate,N/A,N/A,N/A,N/A,An autobiography.,1866,N/A,N/A,"Sacramento: Russell & Winterburn, printers.",Sacramento,24 p.,N/A,N/A,N/A,N/A,Story of recovery from a nervous breakdown.,Housewife.,N/A,N/A,N/A,N/A
Brown,William Carey,N/A,N/A,N/A,N/A,"The life of William J. Brown, of Providence, R.I.",1929,N/A,N/A,"Little, Brown & co.",Boston,369 p.,N/A,N/A,N/A,N/A,"The autobiography of William J. Brown, detailing his life experiences.",N/A,b. 1859,N/A,N/A,N/A
Browning,William Garritson,N/A,N/A,N/A,N/A,Fourty-four years of the life of a hunter. . .,1849,N/A,N/A,Lippincott,Philadelphia,108 p.,N/A,N/A,N/A,N/A,An account of experiences as a tavern keeper in America.,Hunter,1825,1910,N/A,N/A
Brown,Sanford Miller,N/A,N/A,N/A,N/A,The school of experience.,1933,N/A,N/A,The Western Baptist pub. co.,"Kansas City, Mo.",217 p.,N/A,N/A,N/A,N/A,N/A,Evangelist,b. 1855,N/A,N/A,N/A
Brownlow,William G.,N/A,N/A,N/A,N/A,"Helps to the story of Presbyterianism, to which is added a brief account of the life and battles of the author.",1834,N/A,N/A,Knoxville,N/A,299 p.,N/A,N/A,N/A,N/A,N/A,"Chaplain in the Civil War, Pioneering Methodist clergyman",1805,1877,N/A,N/A
Bryant,Billy,N/A,N/A,N/A,N/A,Children of Ol’ Man River; the life and times of a show-boat trouper.,1935,1936,N/A,Lee Furman,N.Y.,303 p.,N/A,N/A,N/A,N/A,As described by the title.,Unitarian minister,N/A,N/A,N/A,N/A
Buchanan,James,N/A,N/A,N/A,N/A,"Autobiographical sketch, 1791 — 1828 (In his, Works).",1908,1911,Volume 12,Lipincott,Phila.,287 — 320.,N/A,N/A,N/A,N/A,"Tells of legal training, political experiences in Pa.; election to Congress.",Politician,1791,1863,N/A,N/A
Buchanan,Joseph Ray,N/A,N/A,N/A,N/A,The story of a labor agitator.,1903,N/A,N/A,Star and sentinel pr.,Gettysburg,461 p.,N/A,N/A,N/A,N/A,Comments on life and persons met during the course of his career.,"Labor leader, editor of labor newspaper",1851,1924,N/A,N/A
Buck,Beaumont Bonaparte,N/A,N/A,N/A,N/A,Bluejacket; an autobiography.,1939,N/A,N/A,W. W. Norton,N.Y.,355 p.,N/A,N/A,N/A,N/A,Tells of the last days of sailing ships.,N/A,N/A,N/A,N/A,N/A
Burbank,Luther,N/A,N/A,N/A,N/A,Adventures of a farm boy.,1942,N/A,N/A,N/A,Omaha,N/A,N/A,N/A,N/A,N/A,N/A,Farm laborer and salesman,1859,1926,N/A,N/A
Burrows,John McDowell,N/A,N/A,N/A,N/A,Fifty years in Iowa,1888,N/A,N/A,"Glass &co., printers","Davenport, la.",182 p.,N/A,N/A,N/A,N/A,N/A,"Officer in the American revolutionary army, Iowa industrialist.",1814,N/A,N/A,N/A
Burns,Robert Elliott,N/A,N/A,N/A,N/A,I am a fugitive from a Georgia Church (Dunkard) including editorship of church newspaper,1932,N/A,N/A,The Vanguard press,N.Y.,257 p.,N/A,N/A,N/A,N/A,N/A,Baptist clergyman in Missouri.,N/A,N/A,N/A,N/A
Burton,Annie L.,N/A,N/A,N/A,N/A,Memories of childhood’s slavery,1909,N/A,N/A,Ross,Boston,97 p.,N/A,N/A,N/A,N/A,N/A,"Cook in Massachusetts, restaurant owner in Florida.",N/A,N/A,N/A,N/A
Burton,George W.,N/A,N/A,N/A,N/A,Accounts of his boyhood life in Maryland,1927,N/A,N/A,Kansas City,Mo.,581 leaves.,N/A,N/A,N/A,N/A,Youth on a pioneer farm in Kansas.,Foundry operator and manufacturer of machinery in Missouri.,1858,1941,N/A,N/A
Burkholder,Wealthy A.,N/A,N/A,N/A,N/A,Life on a Pennsylvania farm,N/A,1928,N/A,Keystone,"Rockton, Pa.",24 p.,N/A,N/A,N/A,N/A,Lay worker for Brethren.,Tavern keeper in Massachusetts.,1819,N/A,N/A,N/A
Butler,Nicholas,Byrne,Charles,N/A,N/A,War and the underground railroad.,1886,1914,N/A,United Brethren,"Huntington, Ind.",390,N/A,N/A,N/A,N/A,An Ohio farmer deeply interested in spiritualism.,Farmer,N/A,N/A,N/A,N/A
Butler,Nicholas Murray,N/A,N/A,N/A,N/A,Across the busy years; recollections and reflections.,1939,1940,2 vols.,C. Scribner’s sons,N.Y.,N/A,N/A,N/A,N/A,N/A,Includes college experiences.,N/A,1862,N/A,N/A,N/A
Butts,D. Gregory Claiborne,N/A,N/A,N/A,N/A,"From buggy, boat and railway.",1922,N/A,N/A,Richmond,N/A,549,N/A,N/A,N/A,N/A,"Personal recollections of Pardee Butler, a Methodist itinerant preacher in the southeast.",Minister,1848,N/A,Kansas,N/A
Byers,Samuel Hawkins Marshall,N/A,N/A,N/A,N/A,With fire and sword.,1911,N/A,N/A,Neale,N.Y.,203,N/A,N/A,N/A,N/A,N/A,New York City politician and labor leader.,N/A,N/A,N/A,N/A
Byrd,Ann,N/A,N/A,N/A,N/A,"Narratives, pious meditations, and religious exercises, of Ann Byrd, late of the city of New York, deceased.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1798,1831,N/A,N/A
Byrd,Richard Evelyn,N/A,N/A,N/A,N/A,Discovery; the story of the second Byrd antarctic expedition.,N/A,1938,N/A,Putnam,N.Y.,296,N/A,N/A,N/A,N/A,N/A,Methodist missionary in India.,1888,N/A,N/A,N/A
Byrd,Richard Evelyn,N/A,N/A,N/A,N/A,Little America.,1930,N/A,N/A,Putnam,N.Y.,422,N/A,N/A,N/A,N/A,The story of a wasted life.,Antarctic expedition leader.,1888,N/A,N/A,N/A
Butterfield,A. E.,N/A,N/A,N/A,N/A,Skyward.,1928,N/A,N/A,G. P. Putnam’s sons,N.Y.,359,N/A,N/A,N/A,N/A,Naval aviator and explorer of North Pole.,N/A,1861,N/A,N/A,N/A
Butler,William Allen,N/A,N/A,N/A,N/A,"A retrospect of forty years, 1825-1865.",1911,1933,N/A,Scribner’s,N.Y.,442,N/A,N/A,N/A,N/A,New York lawyer.,Lawyer,1825,1902,N/A,N/A
Byrum,Enoch Edwin,N/A,N/A,N/A,N/A,Life experiences.,1928,N/A,N/A,Gospel trumpet co.,"Anderson, Ind.",432,N/A,N/A,N/A,N/A,"Autobiography and biography of Rev. Joseph Caldwell, D.D., Ll.D., first president of the University of North Carolina.",Publisher,1861,N/A,N/A,N/A
Cannon,George Quayle,N/A,N/A,N/A,N/A,A foreign singer with the Metropolitan opera,N/A,1928,N/A,Doubleday,"Garden City, N.Y.",279 p.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Campbell,Malcolm,N/A,N/A,N/A,N/A,The autobiography. . .San Francisco,1916,N/A,N/A,priv. pr.,N/A,173 p.,N/A,N/A,N/A,N/A,Covers 1835 to 1900.,"Sheriff, English born farmer",1839,N/A,N/A,Louisiana
Gampbell,Sir Malcolm,N/A,N/A,N/A,N/A,My thirty years of speed,1935,N/A,N/A,Hutchinson,London,270 p.,N/A,N/A,N/A,N/A,N/A,British racer of automobiles,1885,N/A,N/A,N/A
Cammack,John H.,N/A,N/A,N/A,N/A,Personal recollections of Private John Henry Cammack,N/A,N/A,N/A,"Huntington, W.Va.",N/A,164 p.,N/A,N/A,N/A,N/A,N/A,N/A,1843,N/A,N/A,N/A
Campbell,David Nelson,N/A,N/A,N/A,N/A,My life and some letters,1922,N/A,N/A,"Dodd, Mead",N.Y.,451 p.,N/A,N/A,N/A,N/A,N/A,Confederate soldier,1820,1916,N/A,N/A
Cannell,Kathleen Biggar,Eaton,N/A,N/A,N/A,Jam yesterday,1945,N/A,N/A,Wm. Morrow & co.,N.Y.,238 p.,N/A,N/A,N/A,N/A,N/A,N/A,1891,N/A,N/A,N/A
Cannon,Frank J.,N/A,N/A,N/A,N/A,Under the prophet in Utah,1911,N/A,N/A,C. M. Clark,Boston,402 p.,N/A,N/A,N/A,N/A,The story of his political struggles with the Mormons in Utah.,Prominent clergyman,N/A,N/A,N/A,St. Louis area
Capers,William,N/A,N/A,N/A,N/A,Recollections of the civil service of the Confederate government,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Methodist,1835,1910,N/A,N/A
Carmack,Ann,N/A,N/A,N/A,N/A,Born that way.,1941,N/A,N/A,John Day,N.Y.,174 p.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carr,John,N/A,N/A,N/A,N/A,Pioneer days in California.,1891,N/A,N/A,Times pub. co.,Eureka,N/A,N/A,N/A,N/A,N/A,N/A,physician,1827,1896,N/A,N/A
Carmack,George Washington,N/A,N/A,N/A,N/A,My experiences in the Yukon.,1933,N/A,N/A,Trade printery,Seattle,16 p.,N/A,N/A,N/A,N/A,Most of this book is not autobiographical.,Miner,N/A,N/A,N/A,California
